Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560636000.0 33.0 NA 152 172 0 NA NA 213 221 0 NA NA 1467 1879 774 NA NA 1566 1965 808 NA
1560636000.0 36.0 NA 160 174 0 NA NA 217 226 0 NA NA 3931 4312 963 NA NA 4034 4463 998 NA
1560636000.0 37.0 NA 162 178 0 NA NA 216 226 0 NA NA 2339 3272 799 NA NA 2448 3403 915 NA
1560636000.0 38.0 NA 157 174 0 NA NA 215 225 0 NA NA 2456 3292 928 NA NA 2534 3382 958 NA
1560636000.0 4.17 NA 101 171 0 90 NA 148 219 0 136 NA 489 2341 463 786 NA 679 2799 538 929
1560636000.0 4.29 NA 104 175 0 91 NA 149 222 0 137 NA 621 3101 685 970 NA 793 3256 744 1143
1560636000.0 4.35 NA 162 0 NA NA NA 212 0 NA NA NA 3209 374 NA NA NA 3412 423 NA NA
1560636000.0 4.4 NA 101 181 0 NA NA 152 239 0 NA NA 599 3802 515 NA NA 763 3974 566 NA
1560636000.0 4.41 NA 103 181 0 NA NA 152 238 0 NA NA 1078 4882 521 NA NA 1264 5156 637 NA
1560636000.0 4.43 NA 101 178 0 NA NA 149 239 0 NA NA 772 3591 505 NA NA 909 3788 564 NA
1560636000.0 4.44 NA 100 178 0 NA NA 150 239 0 NA NA 983 4418 511 NA NA 1171 4617 585 NA
1560636000.0 4.52 NA 109 188 0 NA NA 154 238 0 NA NA 1607 8795 564 NA NA 2123 8917 614 NA
1560636000.0 4.53 NA 105 187 0 NA NA 155 238 0 NA NA 1770 7548 621 NA NA 1871 7696 674 NA
1560636000.0 4.54 NA 108 191 0 NA NA 152 242 0 NA NA 1487 8128 572 NA NA 1999 8258 618 NA
1560636000.0 4.55 NA 109 189 0 NA NA 156 238 0 NA NA 1938 8864 551 NA NA 2451 8976 598 NA
1560636000.0 4.58 NA 169 0 NA NA NA 236 0 NA NA NA 3794 393 NA NA NA 4099 459 NA NA
1560636000.0 4.61 NA 103 190 0 NA NA 153 243 0 NA NA 1059 7790 635 NA NA 1166 7947 682 NA
1560636000.0 4.62 NA 112 187 0 NA NA 154 238 0 NA NA 1401 8009 580 NA NA 1658 8141 624 NA
1560636000.0 4.63 NA 108 187 0 NA NA 154 238 0 NA NA 1699 8844 531 NA NA 2241 8963 594 NA
