Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1560718800.0 1.0 80 141 187 NA NA NA NA NA NA 196 586 460 NA NA NA NA NA NA 1704 460 1082 NA NA NA NA NA NA 1490 605 1395 NA NA NA NA NA NA
1560718800.0 10002.0 NA 167 348 0 63 NA NA NA NA NA 608 603 0 122 NA NA NA NA NA 820 1846 1036 317 NA NA NA NA NA 3506 4735 1771 1122 NA NA NA NA
1560718800.0 10004.0 NA 166 349 0 63 NA NA NA NA NA 610 610 0 119 NA NA NA NA NA 728 1890 1054 654 NA NA NA NA NA 2028 5818 1669 1396 NA NA NA NA
1560718800.0 10009.0 NA 169 351 0 63 NA NA NA NA NA 610 589 0 118 NA NA NA NA NA 714 1959 1092 313 NA NA NA NA NA 1878 4734 2114 938 NA NA NA NA
1560718800.0 1001.0 NA 265 107 0 0 0 0 0 0 NA 479 171 0 0 0 0 0 0 NA 2836 737 117 104 154 316 163 312 NA 3654 985 399 364 316 532 536 688
1560718800.0 1002.0 NA 299 73 NA NA NA NA NA NA NA 502 135 NA NA NA NA NA NA NA 3153 377 NA NA NA NA NA NA NA 2231 324 NA NA NA NA NA NA
1560718800.0 10024.3 NA 181 196 0 NA NA NA NA NA NA 563 337 0 NA NA NA NA NA NA 824 828 315 NA NA NA NA NA NA 685 1203 391 NA NA NA NA NA
1560718800.0 10024.5 NA 182 145 0 NA NA NA NA NA NA 609 227 0 NA NA NA NA NA NA 810 511 144 NA NA NA NA NA NA 544 749 209 NA NA NA NA NA
1560718800.0 10025.0 NA 175 354 0 64 NA NA NA NA NA 618 672 0 127 NA NA NA NA NA 841 2021 1223 322 NA NA NA NA NA 920 2224 1677 691 NA NA NA NA
1560718800.0 10026.0 NA 182 366 0 65 NA NA NA NA NA 563 672 0 125 NA NA NA NA NA 956 2293 1041 366 NA NA NA NA NA 3666 3107 1361 1360 NA NA NA NA
1560718800.0 1003.0 NA 259 0 NA NA NA NA NA NA NA 463 0 NA NA NA NA NA NA NA 3063 618 NA NA NA NA NA NA NA 1975 898 NA NA NA NA NA NA
1560718800.0 1004.0 NA 218 90 0 0 0 0 NA NA NA 373 157 0 0 0 0 NA NA NA 1038 379 101 144 298 331 NA NA NA 1851 832 298 345 563 680 NA NA
1560718800.0 10059.0 NA 183 376 0 67 NA NA NA NA NA 609 674 0 122 NA NA NA NA NA 955 3019 1143 323 NA NA NA NA NA 2344 2887 1399 732 NA NA NA NA
1560718800.0 101.0 104 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 877 NA NA NA NA NA NA NA NA 1594 NA NA NA NA NA NA NA NA
1560718800.0 1010.0 NA 22 43 0 NA NA NA NA NA NA 80 93 0 NA NA NA NA NA NA 131 194 138 NA NA NA NA NA NA 397 288 300 NA NA NA NA NA
1560718800.0 102.0 92 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 773 NA NA NA NA NA NA NA NA 1444 NA NA NA NA NA NA NA NA
1560718800.0 1020.0 NA 62 27 0 65 NA NA NA NA NA 135 68 0 143 NA NA NA NA NA 262 110 72 258 NA NA NA NA NA 461 210 316 462 NA NA NA NA
1560718800.0 103.0 45 0 0 NA NA NA NA NA NA 104 0 0 NA NA NA NA NA NA 821 226 1405 NA NA NA NA NA NA 615 216 1918 NA NA NA NA NA NA
1560718800.0 1030.0 NA 187 38 0 0 NA NA NA NA NA 460 94 0 0 NA NA NA NA NA 7504 277 77 74 NA NA NA NA NA 2940 383 325 274 NA NA NA NA
1560718800.0 1040.0 NA 336 27 0 NA NA NA NA NA NA 664 71 0 NA NA NA NA NA NA 12380 147 132 NA NA NA NA NA NA 5119 305 193 NA NA NA NA NA
1560718800.0 1040.1 NA 60 27 0 NA NA NA NA NA NA 127 72 0 NA NA NA NA NA NA 472 138 125 NA NA NA NA NA NA 853 473 478 NA NA NA NA NA
1560718800.0 10424.0 NA 169 363 0 NA NA NA NA NA NA 563 661 0 NA NA NA NA NA NA 831 2212 1129 NA NA NA NA NA NA 2168 2930 1598 NA NA NA NA NA
1560718800.0 105.0 79 178 26 NA NA NA NA NA NA 213 585 73 NA NA NA NA NA NA 1029 479 119 NA NA NA NA NA NA 1980 432 231 NA NA NA NA NA NA
1560718800.0 106.0 45 0 0 NA NA NA NA NA NA 104 0 0 NA NA NA NA NA NA 1510 310 1462 NA NA NA NA NA NA 2082 1486 3931 NA NA NA NA NA NA
1560718800.0 107.0 77 125 274 NA NA NA NA NA NA 208 586 523 NA NA NA NA NA NA 2838 550 1874 NA NA NA NA NA NA 3008 727 4554 NA NA NA NA NA NA
1560718800.0 108.0 79 146 278 NA NA NA NA NA NA 200 595 515 NA NA NA NA NA NA 3024 590 2111 NA NA NA NA NA NA 2390 516 2892 NA NA NA NA NA NA
1560718800.0 10801.0 NA 253 384 0 79 142 NA NA NA NA 673 637 0 134 232 NA NA NA NA 1963 2102 2002 444 822 NA NA NA NA 3078 2843 2266 742 1092 NA NA NA
1560718800.0 10802.0 NA 258 386 0 78 160 NA NA NA NA 683 623 0 135 263 NA NA NA NA 2001 2075 2007 590 789 NA NA NA NA 2511 2623 2220 770 1070 NA NA NA
1560718800.0 10803.0 NA 256 377 0 89 153 NA NA NA NA 684 610 0 132 253 NA NA NA NA 2187 2389 2065 499 909 NA NA NA NA 4151 4705 2362 823 2037 NA NA NA
1560718800.0 10805.0 NA 259 381 0 77 152 NA NA NA NA 717 642 0 135 241 NA NA NA NA 1813 2029 1899 393 824 NA NA NA NA 3570 2357 2134 555 1636 NA NA NA
1560718800.0 10807.0 NA 254 391 0 87 125 NA NA NA NA 680 592 0 156 211 NA NA NA NA 1963 2102 1931 453 857 NA NA NA NA 2587 3757 3505 593 1211 NA NA NA
