Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1560805200.0 10006.0 NA 182 351 0 75 NA NA 537 608 0 129 NA NA 1299 3610 1752 670 NA NA 1087 5520 1975 1123 NA
1560805200.0 10007.0 NA 169 379 0 81 NA NA 500 627 0 128 NA NA 2318 3270 1843 379 NA NA 1908 4498 3012 787 NA
1560805200.0 1002.0 NA 302 67 NA NA NA NA 594 138 NA NA NA NA 3618 404 NA NA NA NA 2780 312 NA NA NA
1560805200.0 10024.1 NA 174 190 0 NA NA NA 487 339 0 NA NA NA 2024 1116 391 NA NA NA 1562 1725 540 NA NA
1560805200.0 10024.3 NA 173 176 0 NA NA NA 523 321 0 NA NA NA 1929 1094 348 NA NA NA 1447 1857 485 NA NA
1560805200.0 10024.5 NA 173 84 0 NA NA NA 501 224 0 NA NA NA 1951 566 162 NA NA NA 1108 944 328 NA NA
1560805200.0 10026.0 NA 194 379 0 77 NA NA 492 672 0 129 NA NA 1951 4809 1155 564 NA NA 2531 5260 1318 967 NA
1560805200.0 1003.0 NA 259 0 NA NA NA NA 570 0 NA NA NA NA 3405 646 NA NA NA NA 2676 833 NA NA NA
1560805200.0 10059.0 NA 203 380 0 81 NA NA 565 627 0 124 NA NA 1783 6275 1938 410 NA NA 2530 7001 2709 774 NA
1560805200.0 10071.0 NA 173 379 0 70 NA NA 514 661 0 124 NA NA 2241 4442 1263 695 NA NA 1792 6907 1634 1199 NA
1560805200.0 101.0 79 NA NA NA NA NA 174 NA NA NA NA NA 921 NA NA NA NA NA 1372 NA NA NA NA NA
1560805200.0 1010.0 NA 28 36 0 NA NA NA 85 99 0 NA NA NA 149 212 158 NA NA NA 450 420 280 NA NA
1560805200.0 102.0 80 NA NA NA NA NA 174 NA NA NA NA NA 795 NA NA NA NA NA 1131 NA NA NA NA NA
1560805200.0 1040.0 NA 310 NA NA NA NA NA 632 NA NA NA NA NA 2070 NA NA NA NA NA 3085 NA NA NA NA
1560805200.0 1040.1 NA 61 22 0 NA NA NA 140 72 0 NA NA NA 399 196 135 NA NA NA 799 397 297 NA NA
1560805200.0 105.0 77 100 29 NA NA NA 200 398 75 NA NA NA 1080 584 130 NA NA NA 3242 1434 328 NA NA NA
1560805200.0 106.0 40 0 0 NA NA NA 103 0 0 NA NA NA 534 278 1698 NA NA NA 2055 562 3938 NA NA NA
1560805200.0 10824.5 NA 276 103 0 NA NA NA 634 252 0 NA NA NA 3408 831 172 NA NA NA 2778 1474 341 NA NA
1560805200.0 10824.7 NA 279 405 0 85 141 NA 627 726 0 154 263 NA 3357 3282 2195 1123 976 NA 4080 4586 3947 1746 1428
1560805200.0 10842.7 NA 263 391 0 84 138 NA 649 709 0 165 273 NA 3404 3077 2018 1061 878 NA 5504 9592 3305 2170 2882
1560805200.0 11224.0 NA 276 408 0 NA NA NA 683 729 0 NA NA NA 2992 3275 2183 NA NA NA 3120 4922 2587 NA NA
1560805200.0 11224.6 NA 274 410 0 NA NA NA 627 762 0 NA NA NA 3076 3124 1975 NA NA NA 6431 5103 2173 NA NA
1560805200.0 122.0 44 0 0 NA NA NA 104 0 0 NA NA NA 630 671 1859 NA NA NA 844 464 2186 NA NA NA
1560805200.0 123.3 234 NA NA NA NA NA 789 NA NA NA NA NA 1357 NA NA NA NA NA 1475 NA NA NA NA NA
1560805200.0 124.5 275 NA NA NA NA NA 845 NA NA NA NA NA 1381 NA NA NA NA NA 1471 NA NA NA NA NA
1560805200.0 124.6 239 NA NA NA NA NA 785 NA NA NA NA NA 1347 NA NA NA NA NA 1375 NA NA NA NA NA
