Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560805200.0 1.0 74 103 185 NA NA 200 426 480 NA NA 1054 524 1367 NA NA 1535 725 1615 NA NA
1560805200.0 1001.2 NA 374 138 0 NA NA 676 209 0 NA NA 15491 2087 142 NA NA 7355 1490 669 NA
1560805200.0 10024.0 NA 175 376 0 69 NA 544 692 0 134 NA 2055 2692 1147 609 NA 1345 2804 1360 945
1560805200.0 10024.2 NA 180 378 0 NA NA 499 680 0 NA NA 1825 2779 1173 NA NA 1423 3782 1458 NA
1560805200.0 10024.5 NA 176 87 0 NA NA 486 227 0 NA NA 1971 563 158 NA NA 2626 1302 330 NA
1560805200.0 101.0 80 NA NA NA NA 175 NA NA NA NA 932 NA NA NA NA 2370 NA NA NA NA
1560805200.0 102.0 86 NA NA NA NA 175 NA NA NA NA 819 NA NA NA NA 2204 NA NA NA NA
1560805200.0 103.0 42 0 0 NA NA 103 0 0 NA NA 499 278 1787 NA NA 2888 809 4292 NA NA
1560805200.0 1040.0 NA 308 NA NA NA NA 590 NA NA NA NA 2271 NA NA NA NA 2158 NA NA NA
1560805200.0 10424.0 NA 175 376 0 NA NA 557 697 0 NA NA 1332 2616 1148 NA NA 2395 3473 1762 NA
1560805200.0 107.0 75 105 285 NA NA 201 439 530 NA NA 1991 583 2088 NA NA 1693 614 2785 NA NA
1560805200.0 10824.1 NA 274 207 0 NA NA 664 347 0 NA NA 3306 1385 389 NA NA 2752 2863 514 NA
1560805200.0 10824.5 NA 276 105 0 NA NA 713 253 0 NA NA 2973 771 159 NA NA 3579 2164 441 NA
1560805200.0 11224.0 NA 279 410 0 NA NA 651 732 0 NA NA 2977 3249 2171 NA NA 3210 4696 2488 NA
1560805200.0 11224.6 NA 280 409 0 NA NA 675 719 0 NA NA 2984 3263 2135 NA NA 4009 4479 2403 NA
1560805200.0 114.0 80 113 287 NA NA 212 432 603 NA NA 1899 559 2087 NA NA 2002 445 2784 NA NA
1560805200.0 115.0 77 106 283 NA NA 214 433 600 NA NA 2438 604 2123 NA NA 1853 602 2550 NA NA
1560805200.0 11624.0 NA 179 373 0 69 NA 574 716 0 128 NA 1902 2687 1140 321 NA 1695 2736 1591 960
1560805200.0 120.0 59 98 274 NA NA 145 429 592 NA NA 625 555 1986 NA NA 2937 1978 3227 NA NA
1560805200.0 122.0 43 0 0 NA NA 103 0 0 NA NA 504 334 1734 NA NA 954 499 2274 NA NA
1560805200.0 123.1 282 NA NA NA NA 864 NA NA NA NA 1562 NA NA NA NA 2089 NA NA NA NA
1560805200.0 123.2 287 NA NA NA NA 863 NA NA NA NA 1704 NA NA NA NA 1857 NA NA NA NA
1560805200.0 123.3 238 NA NA NA NA 728 NA NA NA NA 1340 NA NA NA NA 1803 NA NA NA NA
1560805200.0 124.1 275 NA NA NA NA 821 NA NA NA NA 1380 NA NA NA NA 2295 NA NA NA NA
1560805200.0 124.2 285 NA NA NA NA 821 NA NA NA NA 1402 NA NA NA NA 1617 NA NA NA NA
1560805200.0 124.4 275 NA NA NA NA 831 NA NA NA NA 1377 NA NA NA NA 1828 NA NA NA NA
1560805200.0 124.5 279 NA NA NA NA 824 NA NA NA NA 1391 NA NA NA NA 1597 NA NA NA NA
1560805200.0 124.6 235 NA NA NA NA 738 NA NA NA NA 1399 NA NA NA NA 1649 NA NA NA NA
1560805200.0 126.0 56 101 275 NA NA 167 428 583 NA NA 1309 525 2040 NA NA 1931 441 2604 NA NA
1560805200.0 128.0 56 102 265 NA NA 134 482 521 NA NA 593 533 1910 NA NA 1135 434 2559 NA NA
1560805200.0 129.0 59 99 269 NA NA 148 452 574 NA NA 597 555 1930 NA NA 1679 835 3287 NA NA
1560805200.0 130.0 60 99 278 NA NA 138 405 540 NA NA 648 553 1973 NA NA 2810 698 2525 NA NA
1560805200.0 1301.0 77 129 200 NA NA 170 438 521 NA NA 1155 602 1468 NA NA 2485 2128 2383 NA NA
1560805200.0 1301.17 61 164 206 NA NA 144 484 455 NA NA 1234 1823 1695 NA NA 1395 787 1877 NA NA
1560805200.0 1302.17 66 172 223 NA NA 148 498 549 NA NA 3117 1918 1992 NA NA 1812 903 1995 NA NA
1560805200.0 1325.5 NA 173 0 NA NA NA 289 0 NA NA NA 4726 159 NA NA NA 7119 870 NA NA
1560805200.0 1325.51 NA 155 0 NA NA NA 271 0 NA NA NA 1973 159 NA NA NA 4636 388 NA NA
1560805200.0 1325.6 NA 185 NA NA NA NA 324 NA NA NA NA 3730 NA NA NA NA 3350 NA NA NA
1560805200.0 1325.7 NA 186 0 NA NA NA 335 0 NA NA NA 4323 138 NA NA NA 3768 213 NA NA
1560805200.0 1325.8 NA 182 0 NA NA NA 325 0 NA NA NA 4128 149 NA NA NA 3227 224 NA NA
1560805200.0 1329.1 NA 181 0 NA NA NA 317 0 NA NA NA 5418 142 NA NA NA 7483 394 NA NA
1560805200.0 1333.0 NA 134 334 0 NA NA 455 617 0 NA NA 611 2155 692 NA NA 1111 3923 917 NA
1560805200.0 134.0 NA 325 38 0 NA NA 603 92 0 NA NA 4102 135 95 NA NA 5875 228 349 NA
1560805200.0 134.803 NA 32 340 0 NA NA 100 620 0 NA NA 282 7298 750 NA NA 427 4456 860 NA
1560805200.0 134.809 NA 42 351 0 NA NA 102 582 0 NA NA 269 7436 785 NA NA 349 4011 1204 NA
1560805200.0 1341.0 NA 151 365 0 NA NA 515 649 0 NA NA 844 2736 745 NA NA 1050 2708 830 NA
1560805200.0 135.1 311 0 126 NA NA 846 0 220 NA NA 1566 293 720 NA NA 2156 698 851 NA NA
1560805200.0 135.11 328 0 126 NA NA 817 0 221 NA NA 1823 290 824 NA NA 1915 421 1495 NA NA
1560805200.0 135.13 318 0 NA NA NA 856 0 NA NA NA 1557 325 NA NA NA 1726 536 NA NA NA
1560805200.0 135.2 265 0 122 NA NA 798 0 211 NA NA 1389 266 645 NA NA 1981 381 864 NA NA
1560805200.0 135.5 309 0 119 NA NA 827 0 215 NA NA 1503 291 668 NA NA 1842 651 1325 NA NA
1560805200.0 135.6 309 0 126 NA NA 792 0 230 NA NA 1585 301 738 NA NA 2504 574 1374 NA NA
1560805200.0 135.7 308 0 123 NA NA 837 0 221 NA NA 1488 276 705 NA NA 2019 445 1361 NA NA
1560805200.0 135.8 138 NA NA NA NA 254 NA NA NA NA 504 NA NA NA NA 1435 NA NA NA NA
1560805200.0 135.9 310 0 118 NA NA 849 0 213 NA NA 1421 290 671 NA NA 1610 853 1179 NA NA
1560805200.0 136.727 NA 153 363 0 NA NA 306 732 0 NA NA 1425 9215 943 NA NA 1316 5454 1087 NA
1560805200.0 136.728 NA 141 365 0 NA NA 312 664 0 NA NA 2034 9752 876 NA NA 2494 4679 970 NA
1560805200.0 136.734 NA 92 345 0 NA NA 163 608 0 NA NA 763 8985 919 NA NA 1433 4456 1124 NA
1560805200.0 136.736 NA 80 351 0 NA NA 170 666 0 NA NA 655 12391 893 NA NA 1125 5214 1016 NA
1560805200.0 136.737 NA 83 374 0 NA NA 153 753 0 NA NA 671 13583 904 NA NA 767 6095 1443 NA
