Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1560762000.0 1.0 93 115 190 NA NA NA 204 410 493 NA NA NA 976 426 1371 NA NA NA 1443 400 1843 NA NA NA
1560762000.0 10.0 NA 131 305 0 NA NA NA 464 621 0 NA NA NA 2273 3993 698 NA NA NA 2195 6231 2193 NA NA
1560762000.0 1001.2 NA 389 140 0 NA NA NA 781 209 0 NA NA NA 14459 1786 111 NA NA NA 5558 1369 197 NA NA
1560762000.0 1002.0 NA 307 77 NA NA NA NA 618 142 NA NA NA NA 3716 450 NA NA NA NA 6137 694 NA NA NA
1560762000.0 10024.2 NA 176 375 0 NA NA NA 528 669 0 NA NA NA 1768 2717 1091 NA NA NA 3481 6172 1641 NA NA
1560762000.0 10024.4 NA 175 371 0 NA NA NA 542 656 0 NA NA NA 1760 2704 1094 NA NA NA 5517 5822 1463 NA NA
1560762000.0 1003.0 NA 269 0 NA NA NA NA 577 0 NA NA NA NA 3485 675 NA NA NA NA 5172 892 NA NA NA
1560762000.0 10059.0 NA 201 420 0 76 NA NA 565 711 0 136 NA NA 949 3012 929 240 NA NA 494 2186 977 332 NA
1560762000.0 101.0 81 NA NA NA NA NA 175 NA NA NA NA NA 917 NA NA NA NA NA 1419 NA NA NA NA NA
1560762000.0 102.0 80 NA NA NA NA NA 175 NA NA NA NA NA 843 NA NA NA NA NA 2064 NA NA NA NA NA
1560762000.0 1040.0 NA 304 NA NA NA NA NA 641 NA NA NA NA NA 2115 NA NA NA NA NA 4967 NA NA NA NA
1560762000.0 10424.0 NA 166 370 0 NA NA NA 472 667 0 NA NA NA 1125 2495 1123 NA NA NA 2814 5796 3207 NA NA
1560762000.0 107.0 93 121 294 NA NA NA 201 435 542 NA NA NA 1780 489 2005 NA NA NA 1458 381 2384 NA NA NA
1560762000.0 108.0 78 107 288 NA NA NA 201 465 649 NA NA NA 3383 686 2316 NA NA NA 2713 1469 5708 NA NA NA
1560762000.0 10824.1 NA 317 222 0 NA NA NA 691 356 0 NA NA NA 2186 958 375 NA NA NA 1695 1024 666 NA NA
1560762000.0 10824.5 NA 279 109 0 NA NA NA 657 254 0 NA NA NA 3179 806 159 NA NA NA 4878 1989 313 NA NA
1560762000.0 10824.7 NA 324 435 0 102 160 NA 691 732 0 160 273 NA 2010 2951 1677 460 656 NA 1490 2978 1750 515 721
1560762000.0 109.0 83 115 289 NA NA NA 208 439 599 NA NA NA 3122 636 2285 NA NA NA 3871 1420 3982 NA NA NA
1560762000.0 1102.0 NA 144 329 178 136 NA NA 501 638 433 190 NA NA 2803 4515 2046 294 NA NA 1455 2878 1039 227 NA
1560762000.0 111.0 70 105 285 NA NA NA 201 455 583 NA NA NA 1146 550 2091 NA NA NA 4251 1245 5150 NA NA NA
1560762000.0 11224.0 NA 297 441 0 NA NA NA 665 743 0 NA NA NA 2494 2563 1760 NA NA NA 2356 2590 1989 NA NA
1560762000.0 11224.6 NA 282 420 0 NA NA NA 749 708 0 NA NA NA 2921 3220 2103 NA NA NA 5671 4325 2820 NA NA
1560762000.0 113.0 83 105 278 NA NA NA 222 461 597 NA NA NA 1791 606 2100 NA NA NA 2637 950 3467 NA NA NA
1560762000.0 114.0 99 120 285 NA NA NA 213 417 639 NA NA NA 1747 701 2115 NA NA NA 1084 533 2455 NA NA NA
