Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1560718800.0 1.0 76 110 208 NA NA NA NA NA NA 176 445 451 NA NA NA NA NA NA 1007 411 1122 NA NA NA NA NA NA 1188 355 1341 NA NA NA NA NA NA
1560718800.0 1000.0 NA 288 150 0 57 NA NA NA NA NA 571 291 0 110 NA NA NA NA NA 3305 1293 758 338 NA NA NA NA NA 3752 2175 1011 452 NA NA NA NA
1560718800.0 10002.0 NA 162 359 0 66 NA NA NA NA NA 500 651 0 128 NA NA NA NA NA 1604 2281 1053 283 NA NA NA NA NA 1166 2981 1274 485 NA NA NA NA
1560718800.0 10003.0 NA 163 369 0 75 NA NA NA NA NA 465 700 0 126 NA NA NA NA NA 1693 2284 1083 443 NA NA NA NA NA 1219 2778 1594 666 NA NA NA NA
1560718800.0 10004.0 NA 163 361 0 73 NA NA NA NA NA 552 719 0 125 NA NA NA NA NA 1654 2298 1088 281 NA NA NA NA NA 1219 2730 1262 432 NA NA NA NA
1560718800.0 1001.0 NA 262 111 0 0 0 0 0 0 NA 592 181 0 0 0 0 0 0 NA 2879 728 117 93 129 291 127 283 NA 5429 1382 238 690 316 620 324 439
1560718800.0 1002.0 NA 316 84 NA NA NA NA NA NA NA 660 133 NA NA NA NA NA NA NA 3160 351 NA NA NA NA NA NA NA 3401 276 NA NA NA NA NA NA
1560718800.0 10024.1 NA 180 200 0 NA NA NA NA NA NA 528 330 0 NA NA NA NA NA NA 1789 962 364 NA NA NA NA NA NA 981 1032 441 NA NA NA NA NA
1560718800.0 10024.3 NA 177 186 0 NA NA NA NA NA NA 534 319 0 NA NA NA NA NA NA 1487 976 332 NA NA NA NA NA NA 1005 1740 493 NA NA NA NA NA
1560718800.0 10024.5 NA 185 92 0 NA NA NA NA NA NA 540 230 0 NA NA NA NA NA NA 1035 529 130 NA NA NA NA NA NA 871 1018 268 NA NA NA NA NA
