Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1560636000.0 527.0 13 35 0 NA NA NA NA NA NA 59 94 0 NA NA NA NA NA NA 925 210 132 NA NA NA NA NA NA 2011 489 211 NA NA NA NA NA NA
1560636000.0 528.0 12 31 0 NA NA NA NA NA NA 59 93 0 NA NA NA NA NA NA 803 272 180 NA NA NA NA NA NA 4472 1716 1071 NA NA NA NA NA NA
1560636000.0 529.0 14 36 0 NA NA NA NA NA NA 60 92 0 NA NA NA NA NA NA 1824 210 131 NA NA NA NA NA NA 25894 831 373 NA NA NA NA NA NA
1560636000.0 530.0 13 36 0 NA NA NA NA NA NA 59 94 0 NA NA NA NA NA NA 917 223 121 NA NA NA NA NA NA 1709 477 190 NA NA NA NA NA NA
1560636000.0 531.0 40 0 NA NA NA NA NA NA NA 191 0 NA NA NA NA NA NA NA 182 121 NA NA NA NA NA NA NA 359 310 NA NA NA NA NA NA NA
1560636000.0 534.0 36 0 NA NA NA NA NA NA NA 101 0 NA NA NA NA NA NA NA 201 171 NA NA NA NA NA NA NA 486 360 NA NA NA NA NA NA NA
1560636000.0 535.0 35 0 NA NA NA NA NA NA NA 90 0 NA NA NA NA NA NA NA 707 131 NA NA NA NA NA NA NA 2419 340 NA NA NA NA NA NA NA
1560636000.0 536.0 40 0 NA NA NA NA NA NA NA 105 0 NA NA NA NA NA NA NA 273 136 NA NA NA NA NA NA NA 942 437 NA NA NA NA NA NA NA
1560636000.0 541.0 44 0 NA NA NA NA NA NA NA 96 0 NA NA NA NA NA NA NA 204 139 NA NA NA NA NA NA NA 346 936 NA NA NA NA NA NA NA
1560636000.0 545.0 37 0 NA NA NA NA NA NA NA 96 0 NA NA NA NA NA NA NA 263 122 NA NA NA NA NA NA NA 307 257 NA NA NA NA NA NA NA
1560636000.0 551.0 12 31 0 NA NA NA NA NA NA 59 87 0 NA NA NA NA NA NA 1293 261 187 NA NA NA NA NA NA 6079 806 1235 NA NA NA NA NA NA
1560636000.0 552.0 13 36 0 NA NA NA NA NA NA 59 93 0 NA NA NA NA NA NA 913 209 120 NA NA NA NA NA NA 1434 491 180 NA NA NA NA NA NA
1560636000.0 554.0 12 36 0 NA NA NA NA NA NA 59 94 0 NA NA NA NA NA NA 1652 303 187 NA NA NA NA NA NA 4737 1676 984 NA NA NA NA NA NA
1560636000.0 555.0 12 31 0 NA NA NA NA NA NA 59 86 0 NA NA NA NA NA NA 1675 269 181 NA NA NA NA NA NA 8024 728 543 NA NA NA NA NA NA
1560636000.0 556.0 12 33 0 NA NA NA NA NA NA 60 92 0 NA NA NA NA NA NA 422 285 198 NA NA NA NA NA NA 3232 1761 1022 NA NA NA NA NA NA
1560636000.0 560.0 33 0 NA NA NA NA NA NA NA 82 0 NA NA NA NA NA NA NA 180 124 NA NA NA NA NA NA NA 428 383 NA NA NA NA NA NA NA
1560636000.0 561.0 30 0 NA NA NA NA NA NA NA 82 0 NA NA NA NA NA NA NA 179 130 NA NA NA NA NA NA NA 278 432 NA NA NA NA NA NA NA
1560636000.0 562.0 12 32 0 NA NA NA NA NA NA 60 90 0 NA NA NA NA NA NA 431 258 180 NA NA NA NA NA NA 4446 1294 1050 NA NA NA NA NA NA
1560636000.0 7.21 49 161 190 56 0 NA NA NA NA 113 514 348 114 0 NA NA NA NA 664 1899 1010 291 479 NA NA NA NA 1935 1409 1425 970 608 NA NA NA NA
1560636000.0 7.3 47 201 193 60 0 NA NA NA NA 111 555 352 116 0 NA NA NA NA 1103 1944 1056 518 737 NA NA NA NA 2203 2162 1522 1026 999 NA NA NA NA
