Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1560636000.0 1314.0 NA 140 343 0 NA NA NA NA NA NA 600 804 0 NA NA NA NA NA NA 652 2360 726 NA NA NA NA NA NA 1506 4112 978 NA NA NA NA NA
1560636000.0 1318.0 NA 131 336 0 NA NA NA NA NA NA 549 785 0 NA NA NA NA NA NA 586 2155 799 NA NA NA NA NA NA 1335 4605 1808 NA NA NA NA NA
1560636000.0 1319.0 NA 136 343 0 NA NA NA NA NA NA 568 761 0 NA NA NA NA NA NA 1284 3525 975 NA NA NA NA NA NA 1588 4148 1492 NA NA NA NA NA
1560636000.0 132.0 84 106 289 NA NA NA NA NA NA 286 551 709 NA NA NA NA NA NA 5791 1338 3194 NA NA NA NA NA NA 3873 958 3418 NA NA NA NA NA NA
1560636000.0 1322.0 NA 139 344 0 NA NA NA NA NA NA 529 739 0 NA NA NA NA NA NA 1308 3700 941 NA NA NA NA NA NA 1562 4235 1629 NA NA NA NA NA
1560636000.0 1323.0 NA 137 319 0 NA NA NA NA NA NA 637 787 0 NA NA NA NA NA NA 549 2134 722 NA NA NA NA NA NA 630 4959 1105 NA NA NA NA NA
1560636000.0 1325.2 NA 140 355 0 NA NA NA NA NA NA 589 760 0 NA NA NA NA NA NA 1553 3571 1337 NA NA NA NA NA NA 2156 3399 2160 NA NA NA NA NA
1560636000.0 1325.3 NA 140 152 0 NA NA NA NA NA NA 555 378 0 NA NA NA NA NA NA 663 843 367 NA NA NA NA NA NA 1613 3620 1270 NA NA NA NA NA
1560636000.0 1325.4 NA 144 363 0 NA NA NA NA NA NA 553 805 0 NA NA NA NA NA NA 1389 3006 1018 NA NA NA NA NA NA 1679 3224 1354 NA NA NA NA NA
1560636000.0 1325.5 NA 172 0 NA NA NA NA NA NA NA 383 0 NA NA NA NA NA NA NA 6246 308 NA NA NA NA NA NA NA 7782 890 NA NA NA NA NA NA
1560636000.0 1325.51 NA 154 0 NA NA NA NA NA NA NA 367 0 NA NA NA NA NA NA NA 2047 229 NA NA NA NA NA NA NA 6148 1054 NA NA NA NA NA NA
1560636000.0 1325.6 NA 181 NA NA NA NA NA NA NA NA 419 NA NA NA NA NA NA NA NA 3851 NA NA NA NA NA NA NA NA 3345 NA NA NA NA NA NA NA
1560636000.0 1325.7 NA 184 0 NA NA NA NA NA NA NA 420 0 NA NA NA NA NA NA NA 4005 182 NA NA NA NA NA NA NA 2515 653 NA NA NA NA NA NA
1560636000.0 1325.8 NA 181 0 NA NA NA NA NA NA NA 423 0 NA NA NA NA NA NA NA 4273 178 NA NA NA NA NA NA NA 5314 602 NA NA NA NA NA NA
1560636000.0 1326.0 NA 138 335 0 NA NA NA NA NA NA 605 776 0 NA NA NA NA NA NA 606 2321 751 NA NA NA NA NA NA 1220 5178 1088 NA NA NA NA NA
1560636000.0 1327.0 NA 141 344 0 NA NA NA NA NA NA 564 741 0 NA NA NA NA NA NA 1312 3321 1179 NA NA NA NA NA NA 1536 3327 1467 NA NA NA NA NA
1560636000.0 1328.0 NA 142 335 0 NA NA NA NA NA NA 593 855 0 NA NA NA NA NA NA 673 2326 732 NA NA NA NA NA NA 1500 3006 986 NA NA NA NA NA
1560636000.0 1329.1 NA 188 0 NA NA NA NA NA NA NA 400 0 NA NA NA NA NA NA NA 7556 303 NA NA NA NA NA NA NA 8523 700 NA NA NA NA NA NA
1560636000.0 133.0 95 117 295 NA NA NA NA NA NA 287 515 767 NA NA NA NA NA NA 8231 915 3460 NA NA NA NA NA NA 4643 676 3244 NA NA NA NA NA NA
1560636000.0 1330.0 NA 151 397 0 NA NA NA NA NA NA 582 762 0 NA NA NA NA NA NA 900 3542 930 NA NA NA NA NA NA 828 3827 1316 NA NA NA NA NA
1560636000.0 1334.0 NA 144 355 0 NA NA NA NA NA NA 578 761 0 NA NA NA NA NA NA 1269 3317 1039 NA NA NA NA NA NA 1463 3267 1544 NA NA NA NA NA
1560636000.0 1338.0 NA 142 348 0 NA NA NA NA NA NA 609 783 0 NA NA NA NA NA NA 673 2363 813 NA NA NA NA NA NA 1673 4166 2322 NA NA NA NA NA
1560636000.0 134.0 NA 321 38 0 NA NA NA NA NA NA 753 162 0 NA NA NA NA NA NA 3937 190 94 NA NA NA NA NA NA 4558 781 253 NA NA NA NA NA
1560636000.0 134.702 NA 35 341 0 NA NA NA NA NA NA 166 750 0 NA NA NA NA NA NA 417 9507 1276 NA NA NA NA NA NA 559 4801 1626 NA NA NA NA NA
1560636000.0 134.704 NA 36 350 0 NA NA NA NA NA NA 168 740 0 NA NA NA NA NA NA 331 9210 1159 NA NA NA NA NA NA 547 5062 1456 NA NA NA NA NA
1560636000.0 134.705 NA 38 353 0 NA NA NA NA NA NA 171 741 0 NA NA NA NA NA NA 317 10219 1115 NA NA NA NA NA NA 482 6264 1394 NA NA NA NA NA
1560636000.0 134.71 NA 30 336 0 NA NA NA NA NA NA 163 733 0 NA NA NA NA NA NA 421 6526 1013 NA NA NA NA NA NA 648 4882 1629 NA NA NA NA NA
1560636000.0 134.802 NA 34 351 0 NA NA NA NA NA NA 172 798 0 NA NA NA NA NA NA 398 11010 1038 NA NA NA NA NA NA 528 6167 1865 NA NA NA NA NA
1560636000.0 134.806 NA 36 351 0 NA NA NA NA NA NA 173 763 0 NA NA NA NA NA NA 386 12905 1068 NA NA NA NA NA NA 526 6492 1360 NA NA NA NA NA
1560636000.0 134.808 NA 139 379 0 NA NA NA NA NA NA 301 762 0 NA NA NA NA NA NA 1626 12939 1266 NA NA NA NA NA NA 1766 6998 1553 NA NA NA NA NA
1560636000.0 134.811 NA 35 358 0 NA NA NA NA NA NA 173 806 0 NA NA NA NA NA NA 424 11019 1034 NA NA NA NA NA NA 735 5659 1167 NA NA NA NA NA
1560636000.0 134.812 NA 28 325 0 NA NA NA NA NA NA 165 785 0 NA NA NA NA NA NA 315 5283 753 NA NA NA NA NA NA 920 6265 1200 NA NA NA NA NA
1560636000.0 134.907 NA 129 380 0 NA NA NA NA NA NA 290 842 0 NA NA NA NA NA NA 1403 9526 1027 NA NA NA NA NA NA 1355 5077 1613 NA NA NA NA NA
1560636000.0 134.908 NA 101 395 0 NA NA NA NA NA NA 309 810 0 NA NA NA NA NA NA 1421 9609 1053 NA NA NA NA NA NA 1473 5248 1409 NA NA NA NA NA
1560636000.0 134.99601 NA 34 349 0 NA NA NA NA NA NA 171 773 0 NA NA NA NA NA NA 449 12657 962 NA NA NA NA NA NA 610 6676 1321 NA NA NA NA NA
1560636000.0 134.99602 NA 33 331 0 NA NA NA NA NA NA 173 817 0 NA NA NA NA NA NA 345 5728 768 NA NA NA NA NA NA 1181 4462 1239 NA NA NA NA NA
1560636000.0 134.99603 NA 34 346 0 NA NA NA NA NA NA 178 761 0 NA NA NA NA NA NA 510 10982 993 NA NA NA NA NA NA 677 6104 1300 NA NA NA NA NA
1560636000.0 1340.0 NA 135 344 0 NA NA NA NA NA NA 595 749 0 NA NA NA NA NA NA 1304 2937 978 NA NA NA NA NA NA 1633 3129 1311 NA NA NA NA NA
