Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1560636000.0 136.791 NA 200 547 0 NA NA NA NA NA 324 687 0 NA NA NA NA NA 1903 3265 1212 NA NA NA NA NA 3029 2681 1313 NA NA NA NA
1560636000.0 136.792 NA 236 646 0 NA NA NA NA NA 442 856 0 NA NA NA NA NA 7271 14492 1489 NA NA NA NA NA 4598 5565 1569 NA NA NA NA
1560636000.0 136.8 NA 240 675 0 NA NA NA NA NA 432 914 0 NA NA NA NA NA 8057 16446 1496 NA NA NA NA NA 5531 6149 1575 NA NA NA NA
1560636000.0 136.803 NA 209 551 0 NA NA NA NA NA 316 652 0 NA NA NA NA NA 1922 3329 1315 NA NA NA NA NA 2313 2928 1401 NA NA NA NA
1560636000.0 136.8311 NA 187 0 NA NA NA NA NA NA 277 0 NA NA NA NA NA NA 2430 141 NA NA NA NA NA NA 1703 235 NA NA NA NA NA
1560636000.0 1360.0 101 103 566 0 NA NA NA NA 174 377 676 0 NA NA NA NA 3947 529 1964 675 NA NA NA NA 3213 889 2479 894 NA NA NA NA
1560636000.0 1361.0 96 106 336 0 NA NA NA NA 160 378 670 0 NA NA NA NA 3887 689 2292 682 NA NA NA NA 3390 986 3915 791 NA NA NA NA
1560636000.0 1362.0 94 105 564 0 NA NA NA NA 158 377 676 0 NA NA NA NA 4538 665 1844 662 NA NA NA NA 4274 1299 2038 763 NA NA NA NA
1560636000.0 1363.17 70 203 670 0 NA NA NA NA 132 485 826 0 NA NA NA NA 4669 1583 2592 1985 NA NA NA NA 3264 2701 2536 2122 NA NA NA NA
1560636000.0 1364.0 NA 100 554 0 NA NA NA NA NA 384 667 0 NA NA NA NA NA 575 1936 678 NA NA NA NA NA 1174 3144 886 NA NA NA NA
1560636000.0 1366.0 NA 102 562 0 NA NA NA NA NA 378 672 0 NA NA NA NA NA 667 1812 674 NA NA NA NA NA 868 1938 773 NA NA NA NA
1560636000.0 139901.0 NA 102 550 0 NA NA NA NA NA 382 682 0 NA NA NA NA NA 662 1903 703 NA NA NA NA NA 1075 2050 2728 NA NA NA NA
1560636000.0 140.0 72 90 288 0 NA NA NA NA 127 368 394 0 NA NA NA NA 4473 461 899 262 NA NA NA NA 6721 656 1177 629 NA NA NA NA
1560636000.0 140.51 NA 40 321 0 NA NA NA NA NA 115 433 0 NA NA NA NA NA 556 2123 309 NA NA NA NA NA 864 1416 381 NA NA NA NA
1560636000.0 140.52 NA 353 324 0 NA NA NA NA NA 490 430 0 NA NA NA NA NA 2449 2131 301 NA NA NA NA NA 1473 1400 410 NA NA NA NA
1560636000.0 140.53 NA 392 0 NA NA NA NA NA NA 523 0 NA NA NA NA NA NA 3574 308 NA NA NA NA NA NA 1851 400 NA NA NA NA NA
1560636000.0 140.54 NA 333 0 NA NA NA NA NA NA 464 0 NA NA NA NA NA NA 1520 401 NA NA NA NA NA NA 2123 566 NA NA NA NA NA
1560636000.0 144.6 NA 408 NA NA NA NA NA NA NA 503 NA NA NA NA NA NA NA 2738 NA NA NA NA NA NA NA 2320 NA NA NA NA NA NA
1560636000.0 145.0 70 91 293 0 NA NA NA NA 119 362 390 0 NA NA NA NA 3789 647 950 262 NA NA NA NA 4611 575 1540 366 NA NA NA NA
1560636000.0 149.0 59 93 592 0 NA NA NA NA 110 378 759 0 NA NA NA NA 808 713 1997 1061 NA NA NA NA 1169 1252 2272 1140 NA NA NA NA
1560636000.0 150.0 67 105 333 0 NA NA NA NA 114 370 454 0 NA NA NA NA 3264 455 1234 430 NA NA NA NA 5107 977 1437 694 NA NA NA NA
1560636000.0 150.1 NA 97 323 0 NA NA NA NA NA 385 432 0 NA NA NA NA NA 425 1094 423 NA NA NA NA NA 729 1303 518 NA NA NA NA
1560636000.0 150.2 NA 97 323 0 NA NA NA NA NA 385 448 0 NA NA NA NA NA 466 1100 425 NA NA NA NA NA 1083 1671 538 NA NA NA NA
1560636000.0 150.3 NA 100 326 0 NA NA NA NA NA 377 443 0 NA NA NA NA NA 417 1158 425 NA NA NA NA NA 677 1793 535 NA NA NA NA
1560636000.0 16.0 NA 105 446 0 NA NA NA NA NA 375 565 0 NA NA NA NA NA 1843 2402 536 NA NA NA NA NA 1284 2126 613 NA NA NA NA
1560636000.0 17.0 NA 97 432 0 NA NA NA NA NA 367 559 0 NA NA NA NA NA 1898 2307 540 NA NA NA NA NA 1454 2681 911 NA NA NA NA
1560636000.0 18.0 NA 86 411 0 NA NA NA NA NA 375 538 0 NA NA NA NA NA 1806 2356 501 NA NA NA NA NA 1359 4357 627 NA NA NA NA
1560636000.0 19.0 NA 99 435 0 NA NA NA NA NA 375 555 0 NA NA NA NA NA 1802 2212 579 NA NA NA NA NA 1421 3483 1201 NA NA NA NA
1560636000.0 2.0 104 93 200 NA NA NA NA NA 193 367 325 NA NA NA NA NA 3807 693 1300 NA NA NA NA NA 2225 671 1954 NA NA NA NA NA
1560636000.0 20.0 NA 89 439 0 NA NA NA NA NA 384 533 0 NA NA NA NA NA 1714 2357 516 NA NA NA NA NA 992 2028 1244 NA NA NA NA
1560636000.0 200.0 NA 149 516 0 NA NA NA NA NA 379 640 0 NA NA NA NA NA 1026 2238 560 NA NA NA NA NA 1444 2200 2477 NA NA NA NA
1560636000.0 20034.1 87 279 245 0 NA NA NA NA 137 350 318 0 NA NA NA NA 6512 2485 1251 283 NA NA NA NA 4044 1537 1343 625 NA NA NA NA
1560636000.0 20034.2 102 292 716 0 NA NA NA NA 161 375 881 0 NA NA NA NA 7005 2534 2926 698 NA NA NA NA 3966 1380 2561 766 NA NA NA NA
1560636000.0 2017.1 380 0 140 NA NA NA NA NA 544 0 216 NA NA NA NA NA 1450 312 696 NA NA NA NA NA 1347 543 1160 NA NA NA NA NA
1560636000.0 2017.11 392 0 140 NA NA NA NA NA 551 0 217 NA NA NA NA NA 1683 322 785 NA NA NA NA NA 1476 601 1368 NA NA NA NA NA
1560636000.0 2017.12 378 0 137 NA NA NA NA NA 543 0 212 NA NA NA NA NA 1407 323 693 NA NA NA NA NA 1356 447 1361 NA NA NA NA NA
1560636000.0 2017.13 396 0 NA NA NA NA NA NA 601 0 NA NA NA NA NA NA 1413 320 NA NA NA NA NA NA 1176 380 NA NA NA NA NA NA
1560636000.0 2017.2 325 0 136 NA NA NA NA NA 543 0 208 NA NA NA NA NA 1214 297 672 NA NA NA NA NA 1300 399 924 NA NA NA NA NA
1560636000.0 2017.3 327 0 137 NA NA NA NA NA 551 0 210 NA NA NA NA NA 1216 291 677 NA NA NA NA NA 1317 438 874 NA NA NA NA NA
1560636000.0 2017.4 382 0 135 NA NA NA NA NA 543 0 213 NA NA NA NA NA 1353 314 687 NA NA NA NA NA 1371 418 1223 NA NA NA NA NA
1560636000.0 2017.5 377 0 136 NA NA NA NA NA 551 0 211 NA NA NA NA NA 1345 308 679 NA NA NA NA NA 1392 432 1245 NA NA NA NA NA
1560636000.0 2017.6 378 0 140 NA NA NA NA NA 543 0 214 NA NA NA NA NA 1403 310 710 NA NA NA NA NA 1563 437 879 NA NA NA NA NA
1560636000.0 2017.7 376 0 136 NA NA NA NA NA 547 0 213 NA NA NA NA NA 1303 316 678 NA NA NA NA NA 1405 587 1049 NA NA NA NA NA
1560636000.0 2017.8 182 NA NA NA NA NA NA NA 274 NA NA NA NA NA NA NA 488 NA NA NA NA NA NA NA 617 NA NA NA NA NA NA NA
1560636000.0 2017.9 349 0 132 NA NA NA NA NA 543 0 210 NA NA NA NA NA 1225 305 672 NA NA NA NA NA 1678 447 1245 NA NA NA NA NA
1560636000.0 202.0 NA 171 542 0 NA NA NA NA NA 386 636 0 NA NA NA NA NA 1020 2407 525 NA NA NA NA NA 1370 2504 594 NA NA NA NA
1560636000.0 203.0 NA 159 522 0 NA NA NA NA NA 378 638 0 NA NA NA NA NA 1046 2385 544 NA NA NA NA NA 1411 2328 649 NA NA NA NA
1560636000.0 20434.0 103 313 716 0 NA NA NA NA 159 382 879 0 NA NA NA NA 5928 2574 2942 707 NA NA NA NA 4270 1467 2715 900 NA NA NA NA
1560636000.0 20834.2 105 293 679 0 NA NA NA NA 161 367 879 0 NA NA NA NA 6440 2450 2649 641 NA NA NA NA 3105 1987 3009 720 NA NA NA NA
1560636000.0 21.0 NA 86 437 0 NA NA NA NA NA 368 537 0 NA NA NA NA NA 1871 2482 520 NA NA NA NA NA 1788 2842 589 NA NA NA NA
1560636000.0 250199.0 257 NA NA NA NA NA NA NA 428 NA NA NA NA NA NA NA 3520 NA NA NA NA NA NA NA 1809 NA NA NA NA NA NA NA
1560636000.0 250199.17 271 NA NA NA NA NA NA NA 420 NA NA NA NA NA NA NA 3211 NA NA NA NA NA NA NA 2064 NA NA NA NA NA NA NA
1560636000.0 250200.0 NA 266 653 0 NA NA NA NA NA 560 782 0 NA NA NA NA NA 12835 3004 688 NA NA NA NA NA 9513 2324 817 NA NA NA NA
1560636000.0 250200.1 92 250 256 NA NA NA NA NA 161 432 379 NA NA NA NA NA 3096 1930 1831 NA NA NA NA NA 1851 1338 1588 NA NA NA NA NA
1560636000.0 250203.0 NA 260 660 0 NA NA NA NA NA 550 813 0 NA NA NA NA NA 12992 3442 695 NA NA NA NA NA 9897 2409 844 NA NA NA NA
1560636000.0 250203.17 NA 442 775 0 NA NA NA NA NA 749 952 0 NA NA NA NA NA 20607 4152 2081 NA NA NA NA NA 10804 2839 2155 NA NA NA NA
1560636000.0 250204.0 NA 262 648 0 NA NA NA NA NA 547 791 0 NA NA NA NA NA 12793 3408 696 NA NA NA NA NA 9809 2368 822 NA NA NA NA
1560636000.0 250205.0 NA 260 657 0 NA NA NA NA NA 534 793 0 NA NA NA NA NA 10148 3165 695 NA NA NA NA NA 9882 2314 770 NA NA NA NA
1560636000.0 250207.0 NA 260 454 0 NA NA NA NA NA 571 786 0 NA NA NA NA NA 11448 3320 674 NA NA NA NA NA 10438 3238 950 NA NA NA NA
1560636000.0 250207.17 NA 413 763 0 NA NA NA NA NA 736 933 0 NA NA NA NA NA 19003 3841 1965 NA NA NA NA NA 10478 2808 2027 NA NA NA NA
1560636000.0 250208.17 NA 482 807 0 NA NA NA NA NA 885 1002 0 NA NA NA NA NA 23740 6431 2095 NA NA NA NA NA 12443 3497 2164 NA NA NA NA
1560636000.0 250399.0 231 NA NA NA NA NA NA NA 422 NA NA NA NA NA NA NA 1142 NA NA NA NA NA NA NA 1865 NA NA NA NA NA NA NA
1560636000.0 250399.17 298 NA NA NA NA NA NA NA 449 NA NA NA NA NA NA NA 1614 NA NA NA NA NA NA NA 1324 NA NA NA NA NA NA NA
1560636000.0 250400.0 357 0 141 NA NA NA NA NA 529 0 217 NA NA NA NA NA 1603 271 742 NA NA NA NA NA 1596 374 1238 NA NA NA NA NA
1560636000.0 250400.17 422 0 146 NA NA NA NA NA 580 0 220 NA NA NA NA NA 1721 294 737 NA NA NA NA NA 1474 353 898 NA NA NA NA NA
1560636000.0 250402.0 366 0 145 NA NA NA NA NA 541 0 218 NA NA NA NA NA 1685 277 759 NA NA NA NA NA 1616 379 876 NA NA NA NA NA
1560636000.0 250402.17 418 0 147 NA NA NA NA NA 572 0 218 NA NA NA NA NA 1718 300 754 NA NA NA NA NA 1465 360 783 NA NA NA NA NA
1560636000.0 250403.0 394 0 145 NA NA NA NA NA 538 0 217 NA NA NA NA NA 1467 269 708 NA NA NA NA NA 1487 380 818 NA NA NA NA NA
1560636000.0 250403.17 416 0 148 NA NA NA NA NA 565 0 223 NA NA NA NA NA 1779 293 783 NA NA NA NA NA 1494 357 829 NA NA NA NA NA
1560636000.0 250405.0 358 0 143 NA NA NA NA NA 529 0 215 NA NA NA NA NA 1554 282 714 NA NA NA NA NA 1582 408 1182 NA NA NA NA NA
1560636000.0 250405.17 412 0 143 NA NA NA NA NA 574 0 219 NA NA NA NA NA 1638 293 735 NA NA NA NA NA 1467 418 1108 NA NA NA NA NA
1560636000.0 250406.0 233 0 141 NA NA NA NA NA 539 0 216 NA NA NA NA NA 1367 270 672 NA NA NA NA NA 1663 458 865 NA NA NA NA NA
1560636000.0 250406.17 350 0 134 NA NA NA NA NA 569 0 208 NA NA NA NA NA 1259 309 662 NA NA NA NA NA 1836 440 998 NA NA NA NA NA
1560636000.0 250407.0 311 0 139 NA NA NA NA NA 529 0 219 NA NA NA NA NA 1417 255 714 NA NA NA NA NA 1556 537 1109 NA NA NA NA NA
1560636000.0 250407.17 373 0 143 NA NA NA NA NA 563 0 221 NA NA NA NA NA 1517 287 719 NA NA NA NA NA 2407 431 959 NA NA NA NA NA
1560636000.0 250408.0 358 0 141 NA NA NA NA NA 549 0 217 NA NA NA NA NA 1602 292 742 NA NA NA NA NA 1918 446 900 NA NA NA NA NA
1560636000.0 250408.17 419 0 145 NA NA NA NA NA 574 0 221 NA NA NA NA NA 1747 298 787 NA NA NA NA NA 1486 354 1107 NA NA NA NA NA
1560636000.0 250409.0 398 0 149 NA NA NA NA NA 535 0 223 NA NA NA NA NA 1954 269 862 NA NA NA NA NA 1698 500 885 NA NA NA NA NA
1560636000.0 250409.17 425 0 147 NA NA NA NA NA 576 0 225 NA NA NA NA NA 2132 306 881 NA NA NA NA NA 1589 474 1161 NA NA NA NA NA
1560636000.0 25212.17 72 372 767 0 NA NA NA NA 135 576 945 0 NA NA NA NA 4503 4493 4395 2027 NA NA NA NA 3321 4037 2992 2098 NA NA NA NA
1560636000.0 25213.17 69 371 762 0 NA NA NA NA 132 568 930 0 NA NA NA NA 4722 4208 4133 2032 NA NA NA NA 3388 3078 2883 2113 NA NA NA NA
1560636000.0 25400.0 496 0 145 NA NA NA NA NA 670 0 218 NA NA NA NA NA 3960 282 718 NA NA NA NA NA 2248 404 850 NA NA NA NA NA
1560636000.0 25402.0 478 0 144 NA NA NA NA NA 670 0 216 NA NA NA NA NA 4539 292 761 NA NA NA NA NA 2506 360 817 NA NA NA NA NA
1560636000.0 25406.0 379 0 132 NA NA NA NA NA 536 0 210 NA NA NA NA NA 1653 269 653 NA NA NA NA NA 2449 590 946 NA NA NA NA NA
1560636000.0 25406.17 507 0 143 NA NA NA NA NA 661 0 216 NA NA NA NA NA 3231 306 687 NA NA NA NA NA 1990 363 956 NA NA NA NA NA
1560636000.0 25407.0 424 0 143 NA NA NA NA NA 591 0 220 NA NA NA NA NA 3588 266 714 NA NA NA NA NA 2074 333 870 NA NA NA NA NA
1560636000.0 25409.0 502 0 146 NA NA NA NA NA 678 0 218 NA NA NA NA NA 4506 281 742 NA NA NA NA NA 2385 367 859 NA NA NA NA NA
1560636000.0 26.0 NA 119 476 0 NA NA NA NA NA 375 591 0 NA NA NA NA NA 2180 2882 547 NA NA NA NA NA 1434 2261 687 NA NA NA NA
1560636000.0 27.0 NA 120 462 0 NA NA NA NA NA 375 566 0 NA NA NA NA NA 2331 2724 542 NA NA NA NA NA 1670 2176 625 NA NA NA NA
1560636000.0 280.0 84 85 433 0 NA NA NA NA 251 360 541 0 NA NA NA NA 4548 547 1824 531 NA NA NA NA 3413 725 2165 912 NA NA NA NA
1560636000.0 281.0 105 105 466 0 NA NA NA NA 266 379 601 0 NA NA NA NA 2241 543 1383 673 NA NA NA NA 1749 733 1891 1105 NA NA NA NA
1560636000.0 3.0 86 86 205 NA NA NA NA NA 180 359 312 NA NA NA NA NA 5623 524 1197 NA NA NA NA NA 3203 650 1348 NA NA NA NA NA
1560636000.0 300.0 64 135 357 0 NA NA NA NA 135 397 490 0 NA NA NA NA 1254 909 1238 428 NA NA NA NA 1495 1332 1377 1932 NA NA NA NA
1560636000.0 301.0 66 127 359 0 NA NA NA NA 131 397 462 0 NA NA NA NA 909 565 1199 415 NA NA NA NA 1251 1616 1413 492 NA NA NA NA
1560636000.0 33.0 NA 119 465 0 NA NA NA NA NA 375 560 0 NA NA NA NA NA 2213 2644 536 NA NA NA NA NA 1478 2204 699 NA NA NA NA
1560636000.0 34.0 86 86 433 0 NA NA NA NA 185 360 542 0 NA NA NA NA 2652 542 1774 531 NA NA NA NA 2237 907 2245 751 NA NA NA NA
1560636000.0 4.17 NA 28 410 0 164 NA NA NA NA 78 512 0 263 NA NA NA NA 237 3296 595 1347 NA NA NA NA 412 3850 769 1284 NA NA NA
1560636000.0 4.22 NA 191 66 60 0 NA NA NA NA 283 116 124 0 NA NA NA NA 1162 385 433 261 NA NA NA NA 1605 528 564 420 NA NA NA
1560636000.0 4.24 NA 58 426 0 NA NA NA NA NA 105 508 0 NA NA NA NA NA 332 3222 714 NA NA NA NA NA 762 3822 963 NA NA NA NA
1560636000.0 4.25 NA 55 400 0 NA NA NA NA NA 106 504 0 NA NA NA NA NA 394 3137 668 NA NA NA NA NA 1009 2392 1081 NA NA NA NA
1560636000.0 4.28 NA 66 407 0 NA NA NA NA NA 116 501 0 NA NA NA NA NA 331 2931 2231 NA NA NA NA NA 833 3906 2492 NA NA NA NA
1560636000.0 4.29 NA 40 422 0 167 NA NA NA NA 81 511 0 268 NA NA NA NA 244 3415 653 1481 NA NA NA NA 462 3909 858 1626 NA NA NA
1560636000.0 4.36 NA 62 401 0 NA NA NA NA NA 109 516 0 NA NA NA NA NA 419 3865 605 NA NA NA NA NA 1051 2577 682 NA NA NA NA
1560636000.0 4.44 NA 35 433 0 NA NA NA NA NA 81 524 0 NA NA NA NA NA 237 4729 604 NA NA NA NA NA 439 2693 742 NA NA NA NA
1560636000.0 4.6 NA 482 0 NA NA NA NA NA NA 586 0 NA NA NA NA NA NA 2808 587 NA NA NA NA NA NA 2211 697 NA NA NA NA NA
1560636000.0 4.61 NA 30 444 0 NA NA NA NA NA 86 543 0 NA NA NA NA NA 246 6549 595 NA NA NA NA NA 449 3284 689 NA NA NA NA
1560636000.0 4.64 NA 27 453 0 NA NA NA NA NA 81 540 0 NA NA NA NA NA 277 6975 588 NA NA NA NA NA 513 3419 654 NA NA NA NA
1560636000.0 4.65 NA 30 454 0 NA NA NA NA NA 81 552 0 NA NA NA NA NA 284 9271 614 NA NA NA NA NA 501 3853 689 NA NA NA NA
1560636000.0 4.68 NA 43 441 0 NA NA NA NA NA 95 534 0 NA NA NA NA NA 302 6159 601 NA NA NA NA NA 802 3090 723 NA NA NA NA
1560636000.0 4.71 NA 28 438 0 NA NA NA NA NA 80 527 0 NA NA NA NA NA 253 4864 717 NA NA NA NA NA 537 2777 1000 NA NA NA NA
1560636000.0 4.77 NA 60 460 0 NA NA NA NA NA 108 555 0 NA NA NA NA NA 378 8433 646 NA NA NA NA NA 937 3542 739 NA NA NA NA
1560636000.0 4001.0 NA 173 541 NA NA NA NA NA NA 379 657 NA NA NA NA NA NA 1172 2651 NA NA NA NA NA NA 1337 2199 NA NA NA NA NA
1560636000.0 4002.0 NA 118 458 NA NA NA NA NA NA 368 573 NA NA NA NA NA NA 2245 2790 NA NA NA NA NA NA 1862 2119 NA NA NA NA NA
1560636000.0 4006.0 69 149 519 NA NA NA NA NA 142 384 637 NA NA NA NA NA 1255 1088 2387 NA NA NA NA NA 1160 1287 2272 NA NA NA NA NA
1560636000.0 4007.0 44 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 398 308 1374 NA NA NA NA NA 1227 625 1737 NA NA NA NA NA
1560636000.0 4008.0 44 0 0 NA NA NA NA NA 91 0 0 NA NA NA NA NA 392 254 1379 NA NA NA NA NA 680 398 1711 NA NA NA NA NA
1560636000.0 5.1 318 0 NA NA NA NA NA NA 505 0 NA NA NA NA NA NA 1303 285 NA NA NA NA NA NA 1761 699 NA NA NA NA NA NA
1560636000.0 5.2 267 0 NA NA NA NA NA NA 501 0 NA NA NA NA NA NA 1101 262 NA NA NA NA NA NA 1306 503 NA NA NA NA NA NA
1560636000.0 5.3 268 0 NA NA NA NA NA NA 502 0 NA NA NA NA NA NA 1109 257 NA NA NA NA NA NA 1557 389 NA NA NA NA NA NA
1560636000.0 5.4 310 0 NA NA NA NA NA NA 503 0 NA NA NA NA NA NA 1229 263 NA NA NA NA NA NA 1190 335 NA NA NA NA NA NA
1560636000.0 5.5 313 0 NA NA NA NA NA NA 511 0 NA NA NA NA NA NA 1256 269 NA NA NA NA NA NA 1774 453 NA NA NA NA NA NA
1560636000.0 5.6 317 0 NA NA NA NA NA NA 503 0 NA NA NA NA NA NA 1292 274 NA NA NA NA NA NA 2038 436 NA NA NA NA NA NA
1560636000.0 5.7 315 0 NA NA NA NA NA NA 510 0 NA NA NA NA NA NA 1259 269 NA NA NA NA NA NA 1714 600 NA NA NA NA NA NA
1560636000.0 500199.0 182 NA NA NA NA NA NA NA 391 NA NA NA NA NA NA NA 2430 NA NA NA NA NA NA NA 1378 NA NA NA NA NA NA NA
1560636000.0 500200.0 NA 195 502 0 NA NA NA NA NA 396 607 0 NA NA NA NA NA 6651 2678 531 NA NA NA NA NA 5921 2214 613 NA NA NA NA
1560636000.0 500200.1 92 169 250 NA NA NA NA NA 161 398 364 NA NA NA NA NA 2777 1242 1852 NA NA NA NA NA 1754 1533 1767 NA NA NA NA NA
1560636000.0 500206.0 NA 187 427 0 NA NA NA NA NA 401 625 0 NA NA NA NA NA 6771 3079 547 NA NA NA NA NA 7342 3149 658 NA NA NA NA
1560636000.0 500207.0 NA 180 422 0 NA NA NA NA NA 414 612 0 NA NA NA NA NA 6396 2802 524 NA NA NA NA NA 5915 3645 605 NA NA NA NA
1560636000.0 503.0 37 0 NA NA NA NA NA NA 79 0 NA NA NA NA NA NA 209 134 NA NA NA NA NA NA 743 318 NA NA NA NA NA NA
1560636000.0 504.0 37 0 NA NA NA NA NA NA 80 0 NA NA NA NA NA NA 211 133 NA NA NA NA NA NA 1515 417 NA NA NA NA NA NA
1560636000.0 505.0 40 0 NA NA NA NA NA NA 79 0 NA NA NA NA NA NA 191 136 NA NA NA NA NA NA 672 616 NA NA NA NA NA NA
1560636000.0 506.0 38 0 NA NA NA NA NA NA 82 0 NA NA NA NA NA NA 204 136 NA NA NA NA NA NA 1518 280 NA NA NA NA NA NA
1560636000.0 507.0 35 0 NA NA NA NA NA NA 78 0 NA NA NA NA NA NA 209 129 NA NA NA NA NA NA 771 256 NA NA NA NA NA NA
1560636000.0 508.0 36 0 NA NA NA NA NA NA 78 0 NA NA NA NA NA NA 178 132 NA NA NA NA NA NA 707 251 NA NA NA NA NA NA
1560636000.0 509.0 38 0 NA NA NA NA NA NA 77 0 NA NA NA NA NA NA 163 133 NA NA NA NA NA NA 514 665 NA NA NA NA NA NA
1560636000.0 510.0 43 0 NA NA NA NA NA NA 79 0 NA NA NA NA NA NA 283 133 NA NA NA NA NA NA 1272 455 NA NA NA NA NA NA
1560636000.0 513.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 724 NA NA NA NA NA NA NA 764 NA NA NA NA NA NA NA
1560636000.0 514.0 16 33 0 NA NA NA NA NA 57 86 0 NA NA NA NA NA 438 263 123 NA NA NA NA NA 1100 1115 213 NA NA NA NA NA
1560636000.0 515.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 3412 NA NA NA NA NA NA NA 4079 NA NA NA NA NA NA NA
1560636000.0 516.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 729 NA NA NA NA NA NA NA 807 NA NA NA NA NA NA NA
1560636000.0 517.0 16 37 0 NA NA NA NA NA 56 86 0 NA NA NA NA NA 1621 192 120 NA NA NA NA NA 2252 275 298 NA NA NA NA NA
1560636000.0 519.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 718 NA NA NA NA NA NA NA 808 NA NA NA NA NA NA NA
1560636000.0 520.0 16 44 0 NA NA NA NA NA 56 85 0 NA NA NA NA NA 1607 179 118 NA NA NA NA NA 2281 305 272 NA NA NA NA NA
1560636000.0 521.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 752 NA NA NA NA NA NA NA 791 NA NA NA NA NA NA NA
1560636000.0 523.0 16 54 0 NA NA NA NA NA 56 96 0 NA NA NA NA NA 1063 192 120 NA NA NA NA NA 1107 318 314 NA NA NA NA NA
1560636000.0 524.0 16 38 0 NA NA NA NA NA 57 86 0 NA NA NA NA NA 1966 196 119 NA NA NA NA NA 4351 285 322 NA NA NA NA NA
1560636000.0 525.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 781 NA NA NA NA NA NA NA 716 NA NA NA NA NA NA NA
1560636000.0 527.0 2 39 0 NA NA NA NA NA 57 86 0 NA NA NA NA NA 1717 190 119 NA NA NA NA NA 2968 360 251 NA NA NA NA NA
1560636000.0 528.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 720 NA NA NA NA NA NA NA 738 NA NA NA NA NA NA NA
1560636000.0 529.0 0 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 3458 NA NA NA NA NA NA NA 4476 NA NA NA NA NA NA NA
1560636000.0 530.0 16 44 0 NA NA NA NA NA 56 86 0 NA NA NA NA NA 1983 195 125 NA NA NA NA NA 2920 676 391 NA NA NA NA NA
1560636000.0 531.0 50 0 NA NA NA NA NA NA 187 0 NA NA NA NA NA NA 193 143 NA NA NA NA NA NA 1656 382 NA NA NA NA NA NA
1560636000.0 534.0 40 0 NA NA NA NA NA NA 93 0 NA NA NA NA NA NA 210 143 NA NA NA NA NA NA 820 522 NA NA NA NA NA NA
1560636000.0 541.0 47 0 NA NA NA NA NA NA 89 0 NA NA NA NA NA NA 198 144 NA NA NA NA NA NA 1624 379 NA NA NA NA NA NA
1560636000.0 545.0 51 0 NA NA NA NA NA NA 90 0 NA NA NA NA NA NA 301 135 NA NA NA NA NA NA 2328 283 NA NA NA NA NA NA
1560636000.0 551.0 16 38 0 NA NA NA NA NA 56 86 0 NA NA NA NA NA 1283 209 142 NA NA NA NA NA 1647 552 1428 NA NA NA NA NA
1560636000.0 552.0 16 43 0 NA NA NA NA NA 57 86 0 NA NA NA NA NA 1894 197 124 NA NA NA NA NA 3275 315 302 NA NA NA NA NA
1560636000.0 554.0 15 43 0 NA NA NA NA NA 57 85 0 NA NA NA NA NA 3169 192 124 NA NA NA NA NA 4206 298 262 NA NA NA NA NA
1560636000.0 555.0 16 42 0 NA NA NA NA NA 56 84 0 NA NA NA NA NA 1265 169 149 NA NA NA NA NA 1607 313 1255 NA NA NA NA NA
1560636000.0 556.0 16 42 0 NA NA NA NA NA 56 86 0 NA NA NA NA NA 488 218 129 NA NA NA NA NA 1615 328 269 NA NA NA NA NA
1560636000.0 560.0 40 0 NA NA NA NA NA NA 79 0 NA NA NA NA NA NA 223 133 NA NA NA NA NA NA 2802 649 NA NA NA NA NA NA
1560636000.0 561.0 38 0 NA NA NA NA NA NA 79 0 NA NA NA NA NA NA 193 141 NA NA NA NA NA NA 717 366 NA NA NA NA NA NA
1560636000.0 562.0 16 37 0 NA NA NA NA NA 57 86 0 NA NA NA NA NA 294 190 124 NA NA NA NA NA 600 295 425 NA NA NA NA NA
1560636000.0 7.0 60 83 175 56 0 NA NA NA 113 359 249 102 0 NA NA NA 863 453 667 249 230 NA NA NA 1416 780 1199 565 331 NA NA NA
1560636000.0 7.1 59 55 176 59 0 NA NA NA 113 359 249 104 0 NA NA NA 1384 728 630 210 225 NA NA NA 1680 1329 934 475 290 NA NA NA
