Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560718800.0 13.0 NA 110 298 0 NA 590 418 0 NA 609 2628 565 NA 990 3281 863
1560718800.0 1301.17 76 163 242 NA 144 591 408 NA 1285 790 1420 NA 1595 1041 2350 NA
1560718800.0 1302.0 87 149 202 NA 180 553 371 NA 3389 645 1706 NA 1710 490 2276 NA
1560718800.0 1302.17 75 164 211 NA 151 589 403 NA 3339 881 1569 NA 1735 499 4242 NA
1560718800.0 1303.17 87 171 241 NA 156 589 414 NA 5732 749 1889 NA 3557 593 1787 NA
1560718800.0 1306.0 NA 142 329 0 NA 605 489 0 NA 507 1978 782 NA 636 2376 974
1560718800.0 1309.0 NA 136 346 0 NA 561 443 0 NA 656 2186 874 NA 1105 2135 1111
1560718800.0 131.0 69 101 277 NA 137 583 425 NA 1401 579 1754 NA 2123 655 2316 NA
1560718800.0 1319.0 NA 127 247 0 NA 607 450 0 NA 615 2095 827 NA 1331 2859 961
1560718800.0 132.0 95 106 289 NA 204 582 435 NA 2304 601 1950 NA 1276 1288 3286 NA
1560718800.0 1322.0 NA 128 336 0 NA 561 480 0 NA 519 1988 883 NA 803 2139 1066
1560718800.0 1325.5 NA 169 0 NA NA 269 0 NA NA 4938 158 NA NA 6174 339 NA
1560718800.0 1325.51 NA 158 0 NA NA 246 0 NA NA 2021 223 NA NA 3247 902 NA
1560718800.0 1325.6 NA 201 NA NA NA 320 NA NA NA 4766 NA NA NA 5331 NA NA
1560718800.0 1325.7 NA 196 0 NA NA 300 0 NA NA 4228 146 NA NA 4651 545 NA
1560718800.0 1325.8 NA 200 0 NA NA 314 0 NA NA 4591 128 NA NA 5425 414 NA
1560718800.0 1329.1 NA 191 0 NA NA 306 0 NA NA 5764 128 NA NA 5930 235 NA
1560718800.0 133.0 94 117 284 NA 213 583 431 NA 3284 585 2007 NA 1862 494 4116 NA
1560718800.0 1334.0 NA 134 355 0 NA 563 487 0 NA 634 2226 872 NA 1097 3151 987
1560718800.0 1338.0 NA 155 358 0 NA 563 475 0 NA 636 2352 898 NA 562 2482 1095
1560718800.0 134.0 NA 310 49 0 NA 451 89 0 NA 3773 252 91 NA 2975 624 187
1560718800.0 134.702 NA 40 336 0 NA 109 441 0 NA 361 6062 662 NA 734 3884 813
1560718800.0 134.703 NA 46 336 0 NA 118 478 0 NA 256 6220 713 NA 466 3435 784
1560718800.0 134.705 NA 52 346 0 NA 112 478 0 NA 289 6281 792 NA 840 3498 945
1560718800.0 134.802 NA 41 334 0 NA 103 492 0 NA 244 7054 738 NA 677 3547 846
1560718800.0 134.804 NA 43 343 0 NA 111 447 0 NA 261 7353 749 NA 347 3728 965
1560718800.0 134.805 NA 44 337 0 NA 117 463 0 NA 279 7218 735 NA 525 4281 873
1560718800.0 134.807 NA 93 377 0 NA 233 537 0 NA 1202 8108 874 NA 1293 4314 1198
1560718800.0 134.81 NA 39 336 0 NA 105 495 0 NA 270 6812 681 NA 302 3461 847
1560718800.0 134.811 NA 48 340 0 NA 103 480 0 NA 274 7362 668 NA 338 3972 732
1560718800.0 134.903 NA 48 324 0 NA 112 461 0 NA 296 5473 709 NA 594 3340 848
1560718800.0 134.905 NA 50 333 0 NA 115 474 0 NA 283 5214 718 NA 343 3099 841
1560718800.0 134.908 NA 136 363 0 NA 210 520 0 NA 1053 6414 810 NA 878 3534 985
1560718800.0 134.909 NA 40 329 0 NA 106 468 0 NA 289 5520 752 NA 856 3245 881
1560718800.0 134.91 NA 47 327 0 NA 113 454 0 NA 255 5131 696 NA 563 3196 766
1560718800.0 1341.0 NA 143 350 0 NA 607 496 0 NA 667 2434 856 NA 618 2323 940
1560718800.0 1344.0 NA 145 257 0 NA 562 486 0 NA 627 2225 819 NA 846 2844 1345
1560718800.0 1348.0 NA 131 315 0 NA 608 458 0 NA 597 2051 828 NA 1045 4199 1110
1560718800.0 1349.0 NA 134 336 0 NA 518 495 0 NA 661 1951 842 NA 704 2126 1040
1560718800.0 135.13 311 0 NA NA 697 0 NA NA 1180 289 NA NA 1169 488 NA NA
1560718800.0 135.8 156 NA NA NA 253 NA NA NA 441 NA NA NA 580 NA NA NA
1560718800.0 1353.0 NA 150 353 0 NA 564 507 0 NA 692 2060 847 NA 508 2109 940
1560718800.0 136.722 NA 79 388 0 NA 163 568 0 NA 516 8170 883 NA 855 3804 1488
1560718800.0 136.724 NA 81 383 0 NA 164 529 0 NA 528 9195 841 NA 1651 4774 1265
1560718800.0 136.726 NA 84 345 0 NA 166 506 0 NA 557 8204 832 NA 1243 4720 943
1560718800.0 136.727 NA 147 366 0 NA 263 581 0 NA 1345 8281 840 NA 1359 3985 945
1560718800.0 136.728 NA 178 375 0 NA 279 574 0 NA 1600 9018 837 NA 1292 4505 1073
1560718800.0 136.729 NA 80 350 0 NA 160 495 0 NA 502 8051 961 NA 1148 4231 1043
1560718800.0 136.73 NA 83 369 0 NA 163 555 0 NA 566 7898 907 NA 970 4124 984
1560718800.0 136.731 NA 83 388 0 NA 159 605 0 NA 496 8231 785 NA 1547 4872 1585
1560718800.0 136.734 NA 83 347 0 NA 162 489 0 NA 689 7990 871 NA 1177 3847 976
1560718800.0 136.735 NA 83 287 0 NA 159 437 0 NA 671 2648 642 NA 1728 2421 773
1560718800.0 136.738 NA 93 356 0 NA 161 531 0 NA 712 12353 831 NA 802 5432 965
1560718800.0 136.743 NA 93 367 0 NA 159 516 0 NA 628 11166 1069 NA 758 5154 2967
1560718800.0 136.745 NA 89 268 0 NA 159 509 0 NA 539 9433 834 NA 1016 4718 963
1560718800.0 136.746 NA 78 364 0 NA 161 548 0 NA 726 12004 805 NA 1299 5078 882
1560718800.0 136.747 NA 85 364 0 NA 159 566 0 NA 581 11139 836 NA 524 4784 940
1560718800.0 136.748 NA 84 362 0 NA 153 535 0 NA 571 11316 847 NA 1246 5148 1173
1560718800.0 136.75 NA 94 377 0 NA 153 581 0 NA 633 14589 884 NA 733 6276 1072
1560718800.0 136.753 NA 94 363 0 NA 148 533 0 NA 562 12069 940 NA 880 4941 1038
1560718800.0 136.755 NA 87 389 0 NA 164 635 0 NA 660 12878 852 NA 1258 5250 1147
1560718800.0 136.756 NA 83 352 0 NA 151 506 0 NA 567 8800 835 NA 988 4254 926
1560718800.0 136.758 NA 85 372 0 NA 161 560 0 NA 584 13191 937 NA 719 6688 1249
1560718800.0 136.76 NA 85 388 0 NA 153 601 0 NA 686 17229 835 NA 610 6437 932
1560718800.0 136.7611 NA 174 0 NA NA 271 0 NA NA 5513 174 NA NA 5852 384 NA
1560718800.0 136.762 NA 84 440 0 NA 163 649 0 NA 721 21916 878 NA 1819 8326 1131
1560718800.0 136.764 NA 90 382 0 NA 152 549 0 NA 713 16812 948 NA 844 6640 1146
1560718800.0 136.765 NA 82 371 0 NA 150 545 0 NA 583 13646 889 NA 779 5662 1004
1560718800.0 136.769 NA 88 361 0 NA 165 518 0 NA 645 10515 887 NA 654 4652 984
1560718800.0 136.77 NA 84 379 0 NA 164 586 0 NA 577 11524 801 NA 1251 5077 960
1560718800.0 136.772 NA 82 383 0 NA 161 564 0 NA 614 12397 878 NA 809 5130 1149
1560718800.0 136.7721 NA 175 0 NA NA 273 0 NA NA 5183 147 NA NA 6154 239 NA
1560718800.0 136.7722 NA 169 0 NA NA 270 0 NA NA 5611 137 NA NA 6511 310 NA
1560718800.0 136.774 NA 96 358 0 NA 157 518 0 NA 621 11821 868 NA 880 6610 1516
1560718800.0 136.776 NA 82 237 0 NA 157 499 0 NA 628 10503 995 NA 792 5145 1604
1560718800.0 136.778 NA 86 353 0 NA 158 499 0 NA 562 7719 834 NA 1090 4400 935
1560718800.0 136.779 NA 85 366 0 NA 163 517 0 NA 782 11430 847 NA 1014 5263 1030
1560718800.0 136.7801 NA 114 0 NA NA 183 0 NA NA 414 259 NA NA 1120 450 NA
1560718800.0 136.7802 NA 89 0 NA NA 135 0 NA NA 339 162 NA NA 987 346 NA
1560718800.0 136.7803 NA 119 0 NA NA 191 0 NA NA 614 205 NA NA 995 408 NA
1560718800.0 136.786 NA 105 418 0 NA 187 666 0 NA 651 17408 1209 NA 1731 6416 1429
1560718800.0 136.789 NA 110 417 0 NA 175 635 0 NA 512 14580 1141 NA 746 5558 1664
1560718800.0 136.791 NA 117 336 0 NA 185 507 0 NA 705 3064 1173 NA 639 4620 1632
1560718800.0 136.7952 NA 197 0 NA NA 309 0 NA NA 3436 133 NA NA 3210 489 NA
1560718800.0 136.803 NA 109 342 0 NA 189 496 0 NA 647 3034 1140 NA 1465 3562 1374
1560718800.0 136.813 NA 117 404 0 NA 177 616 0 NA 574 9457 1310 NA 768 4314 1457
1560718800.0 136.815 NA 107 353 0 NA 185 512 0 NA 600 3190 1188 NA 1432 4481 1755
1560718800.0 136.824 NA 120 489 0 NA 186 771 0 NA 671 24211 1525 NA 725 7881 1978
1560718800.0 136.827 NA 109 344 0 NA 180 520 0 NA 552 3259 1119 NA 1262 4817 1272
1560718800.0 136.8311 NA 182 0 NA NA 278 0 NA NA 2762 175 NA NA 4113 430 NA
1560718800.0 136.832 NA 120 472 0 NA 175 793 0 NA 631 23242 1277 NA 663 7778 1393
1560718800.0 136.839 NA 114 352 0 NA 188 509 0 NA 612 3298 1153 NA 719 4315 1230
1560718800.0 136.841 NA 112 433 0 NA 195 682 0 NA 579 15838 1340 NA 707 6918 1468
1560718800.0 136.843 NA 112 476 0 NA 189 751 0 NA 793 27602 1321 NA 1154 9224 1443
1560718800.0 136.8521 NA 204 0 NA NA 301 0 NA NA 3237 178 NA NA 2764 448 NA
1560718800.0 136.8561 NA 236 360 0 NA 361 571 0 NA 1873 3383 1261 NA 2271 3503 1819
1560718800.0 136.858 NA 234 372 0 NA 371 549 0 NA 2323 3578 1651 NA 3715 3460 2224
1560718800.0 136.862 NA 253 510 0 NA 403 801 0 NA 3618 19211 1635 NA 2578 6659 1840
1560718800.0 136.864 NA 259 509 0 NA 423 820 0 NA 3867 24082 1695 NA 2625 8415 1844
1560718800.0 136.8642 NA 264 512 0 NA 428 817 0 NA 3875 23811 1733 NA 2675 8886 2106
1560718800.0 136.8643 NA 271 503 0 NA 410 754 0 NA 4013 22639 1625 NA 2691 8016 1780
1560718800.0 136.865 NA 243 506 0 NA 406 834 0 NA 3666 21368 1600 NA 2645 7452 1744
1560718800.0 136.866 NA 261 483 0 NA 424 754 0 NA 3904 19537 1536 NA 2526 7283 1688
1560718800.0 136.869 NA 254 491 0 NA 395 715 0 NA 3669 20673 1509 NA 2389 7564 1580
1560718800.0 136.87 NA 235 368 0 NA 364 522 0 NA 2450 4092 1674 NA 2863 3576 2141
1560718800.0 136.871 NA 271 491 0 NA 441 770 0 NA 4876 24085 1597 NA 3559 8237 1682
1560718800.0 136.872 NA 239 487 0 NA 398 769 0 NA 3598 21569 1528 NA 2382 7982 1623
1560718800.0 136.898 NA 251 527 0 NA 384 858 0 NA 3274 18649 1605 NA 2164 6618 1781
1560718800.0 1364.0 NA 129 339 0 NA 608 506 0 NA 769 2219 819 NA 1328 3275 1263
1560718800.0 139902.0 NA 138 332 0 NA 608 472 0 NA 626 2226 860 NA 758 3859 1061
1560718800.0 140.53 NA 307 0 NA NA 458 0 NA NA 3016 322 NA NA 2047 496 NA
1560718800.0 140.54 NA 248 0 NA NA 406 0 NA NA 1508 490 NA NA 2377 853 NA
1560718800.0 144.6 NA 290 NA NA NA 423 NA NA NA 2765 NA NA NA 3836 NA NA
1560718800.0 150.1 NA 149 255 0 NA 557 409 0 NA 759 991 405 NA 2276 2026 652
1560718800.0 150.2 NA 143 244 0 NA 610 398 0 NA 915 908 397 NA 1227 1654 644
1560718800.0 150.3 NA 153 240 0 NA 562 396 0 NA 835 874 429 NA 888 1700 640
1560718800.0 2017.1 357 0 131 NA 739 0 218 NA 1329 408 893 NA 1526 859 1072 NA
1560718800.0 2017.11 362 0 135 NA 737 0 210 NA 1660 338 1117 NA 2240 471 1315 NA
1560718800.0 2017.13 387 0 NA NA 766 0 NA NA 1325 341 NA NA 1755 843 NA NA
1560718800.0 2017.2 304 0 128 NA 730 0 215 NA 1194 301 991 NA 1592 458 1281 NA
1560718800.0 2017.3 312 0 131 NA 737 0 213 NA 1152 364 1027 NA 1499 569 2164 NA
1560718800.0 2017.4 357 0 128 NA 739 0 205 NA 1418 331 1057 NA 1314 416 1351 NA
1560718800.0 2017.5 368 0 131 NA 738 0 213 NA 1448 311 1006 NA 1466 483 1820 NA
1560718800.0 2017.6 389 0 134 NA 726 0 216 NA 1375 318 1026 NA 1316 512 1353 NA
1560718800.0 2017.7 378 0 130 NA 715 0 213 NA 1323 374 1089 NA 1816 577 2323 NA
1560718800.0 2017.8 192 NA NA NA 306 NA NA NA 486 NA NA NA 592 NA NA NA
1560718800.0 2017.9 343 0 128 NA 738 0 217 NA 1100 340 880 NA 1812 773 1067 NA
1560718800.0 2018.1 371 0 126 NA 694 0 217 NA 1319 349 950 NA 1439 666 1590 NA
1560718800.0 2018.11 382 0 135 NA 739 0 210 NA 1528 316 971 NA 1515 474 1488 NA
1560718800.0 2018.12 361 0 132 NA 761 0 205 NA 1359 309 923 NA 1870 559 1861 NA
1560718800.0 2018.13 373 0 NA NA 749 0 NA NA 1253 321 NA NA 1669 667 NA NA
1560718800.0 2018.2 305 0 130 NA 736 0 217 NA 1511 316 994 NA 1913 412 2181 NA
1560718800.0 2018.3 313 0 127 NA 739 0 216 NA 1202 298 923 NA 1518 510 1999 NA
1560718800.0 2018.4 383 0 126 NA 725 0 204 NA 1236 368 1091 NA 1597 940 2312 NA
1560718800.0 2018.5 351 0 131 NA 723 0 205 NA 1312 331 1000 NA 1989 846 2127 NA
1560718800.0 2018.6 364 0 132 NA 736 0 207 NA 1421 358 1075 NA 1420 618 1523 NA
1560718800.0 2018.7 369 0 132 NA 684 0 208 NA 1513 320 1065 NA 2385 455 2112 NA
1560718800.0 2018.8 199 NA NA NA 326 NA NA NA 567 NA NA NA 729 NA NA NA
1560718800.0 2018.9 384 0 130 NA 742 0 205 NA 1245 312 890 NA 1646 1210 1570 NA
1560718800.0 20261.97 429 NA NA NA 640 NA NA NA 4726 NA NA NA 3000 NA NA NA
1560718800.0 21.0 NA 122 274 0 NA 591 420 0 NA 1762 2718 652 NA 889 3528 956
1560718800.0 21634.0 96 305 367 0 166 488 553 0 6623 3050 3651 742 4449 2092 3477 958
1560718800.0 22034.0 98 307 403 0 165 446 575 0 7035 3011 3393 774 4011 1876 3412 936
1560718800.0 250199.0 308 NA NA NA 593 NA NA NA 2973 NA NA NA 2048 NA NA NA
1560718800.0 250199.17 355 NA NA NA 640 NA NA NA 3758 NA NA NA 1701 NA NA NA
1560718800.0 250199.18 447 NA NA NA 653 NA NA NA 5292 NA NA NA 2581 NA NA NA
1560718800.0 250202.0 NA 309 438 0 NA 639 605 0 NA 12594 3948 941 NA 7769 3609 1395
1560718800.0 250203.0 NA 312 438 0 NA 682 626 0 NA 12608 3799 967 NA 5940 3616 1164
1560718800.0 250203.17 NA 380 458 0 NA 739 692 0 NA 11911 3295 1208 NA 5497 2786 1465
1560718800.0 250204.0 NA 315 405 0 NA 625 607 0 NA 12544 3651 838 NA 6489 2967 1095
1560718800.0 250204.17 NA 392 454 0 NA 779 656 0 NA 12680 3621 1228 NA 4730 2494 1328
1560718800.0 250205.0 NA 299 440 0 NA 589 599 0 NA 12086 3403 871 NA 6687 2908 1088
1560718800.0 250205.17 NA 369 405 0 NA 690 691 0 NA 13095 3941 1411 NA 7641 3819 2007
1560718800.0 250206.0 NA 298 399 0 NA 635 604 0 NA 12168 3505 939 NA 7127 2922 1208
1560718800.0 250206.17 NA 360 455 0 NA 689 653 0 NA 14277 3696 1299 NA 5531 3035 1465
1560718800.0 250207.17 NA 355 452 0 NA 687 670 0 NA 13100 3582 1292 NA 5052 3482 1452
1560718800.0 250399.0 273 NA NA NA 646 NA NA NA 1211 NA NA NA 1280 NA NA NA
1560718800.0 250399.17 350 NA NA NA 669 NA NA NA 1511 NA NA NA 1073 NA NA NA
1560718800.0 250399.18 359 NA NA NA 670 NA NA NA 3039 NA NA NA 4142 NA NA NA
1560718800.0 250400.18 446 0 139 NA 782 0 228 NA 1863 319 1169 NA 2426 426 2489 NA
1560718800.0 250402.18 413 0 136 NA 744 0 227 NA 1933 342 1085 NA 1876 866 1134 NA
1560718800.0 250405.17 431 0 138 NA 743 0 222 NA 1630 315 1075 NA 1572 425 1738 NA
1560718800.0 250406.17 403 0 138 NA 744 0 224 NA 1734 320 1015 NA 2369 816 1323 NA
1560718800.0 250406.18 436 0 137 NA 706 0 208 NA 1697 301 1014 NA 1559 384 1768 NA
1560718800.0 250407.17 344 0 136 NA 698 0 226 NA 1674 280 1006 NA 2668 436 1380 NA
1560718800.0 250407.18 371 0 137 NA 699 0 211 NA 1848 324 1068 NA 1776 662 1280 NA
1560718800.0 250408.18 434 0 138 NA 731 0 218 NA 2066 324 1241 NA 1576 447 1975 NA
1560718800.0 250409.18 448 0 145 NA 791 0 215 NA 2361 323 1154 NA 1623 553 1448 NA
1560718800.0 3.0 81 107 192 NA 188 583 326 NA 4614 500 1657 NA 3054 602 3817 NA
1560718800.0 38.0 NA 120 306 0 NA 590 476 0 NA 2292 4077 578 NA 2296 4653 684
1560718800.0 4.23 NA 75 309 0 NA 134 422 0 NA 395 3127 852 NA 986 3542 940
1560718800.0 4.24 NA 71 299 0 NA 125 446 0 NA 351 3282 827 NA 755 3352 948
1560718800.0 4.27 NA 65 313 0 NA 135 462 0 NA 406 4248 928 NA 1184 3763 1446
1560718800.0 4.28 NA 81 308 0 NA 132 430 0 NA 382 3230 2705 NA 954 4331 3058
1560718800.0 4.34 NA 74 312 0 NA 131 429 0 NA 413 3516 864 NA 595 2694 1159
1560718800.0 4.4 NA 36 322 0 NA 94 429 0 NA 257 4273 692 NA 643 3484 926
1560718800.0 4.45 NA 35 318 0 NA 98 448 0 NA 286 6533 707 NA 291 3738 2444
1560718800.0 4.52 NA 37 325 0 NA 97 457 0 NA 283 6806 700 NA 402 3645 816
1560718800.0 4.54 NA 45 322 0 NA 96 472 0 NA 250 6362 740 NA 572 3679 1406
1560718800.0 4.55 NA 36 321 0 NA 100 473 0 NA 257 7191 776 NA 582 3926 991
1560718800.0 4.58 NA 55 324 0 NA 118 456 0 NA 332 4897 709 NA 970 3424 850
1560718800.0 4.6 NA 316 0 NA NA 435 0 NA NA 2893 621 NA NA 3032 906 NA
1560718800.0 4.64 NA 36 327 0 NA 96 483 0 NA 245 6730 652 NA 679 3884 965
1560718800.0 4.75 NA 35 325 0 NA 105 472 0 NA 294 6694 648 NA 876 3468 739
1560718800.0 4001.0 NA 181 382 NA NA 558 512 NA NA 952 2894 NA NA 1355 3145 NA
1560718800.0 4002.0 NA 126 307 NA NA 590 428 NA NA 2187 3080 NA NA 1659 3079 NA
1560718800.0 4003.0 NA 127 309 NA NA 588 462 NA NA 2265 3475 NA NA 2384 2889 NA
1560718800.0 4006.0 68 162 351 NA 140 558 511 NA 1066 1081 2432 NA 1440 1149 2535 NA
1560718800.0 4007.0 62 120 301 NA 133 601 452 NA 996 763 1874 NA 1379 636 2293 NA
1560718800.0 4008.0 62 117 292 NA 132 555 477 NA 970 560 1826 NA 1498 571 2337 NA
1560718800.0 5.1 286 0 NA NA 702 0 NA NA 1294 297 NA NA 1869 565 NA NA
1560718800.0 5.2 231 0 NA NA 686 0 NA NA 952 247 NA NA 1049 647 NA NA
1560718800.0 5.3 234 0 NA NA 720 0 NA NA 1280 259 NA NA 3402 438 NA NA
1560718800.0 5.4 311 0 NA NA 701 0 NA NA 1153 257 NA NA 1672 500 NA NA
1560718800.0 5.5 302 0 NA NA 685 0 NA NA 1123 269 NA NA 1471 440 NA NA
1560718800.0 5.6 317 0 NA NA 683 0 NA NA 1132 279 NA NA 1368 402 NA NA
1560718800.0 5.7 274 0 NA NA 688 0 NA NA 1223 272 NA NA 1388 414 NA NA
1560718800.0 500199.0 222 NA NA NA 586 NA NA NA 2244 NA NA NA 2075 NA NA NA
1560718800.0 500200.0 NA 205 360 0 NA 617 516 0 NA 7042 3099 651 NA 4487 4055 976
1560718800.0 500200.1 81 187 240 NA 168 573 365 NA 2023 1104 2061 NA 1390 1029 1979 NA
1560718800.0 500202.0 NA 211 354 0 NA 617 479 0 NA 7280 3103 662 NA 4078 2777 1070
1560718800.0 500204.0 NA 196 351 0 NA 619 478 0 NA 7254 3141 602 NA 5041 3995 753
1560718800.0 500205.0 NA 203 342 0 NA 573 484 0 NA 6869 3003 621 NA 5327 4213 928
1560718800.0 500207.0 NA 187 322 0 NA 618 479 0 NA 5985 2594 613 NA 3914 3701 738
1560718800.0 503.0 43 0 NA NA 87 0 NA NA 261 128 NA NA 782 345 NA NA
1560718800.0 504.0 44 0 NA NA 87 0 NA NA 235 116 NA NA 699 382 NA NA
1560718800.0 505.0 45 0 NA NA 87 0 NA NA 177 125 NA NA 387 402 NA NA
1560718800.0 506.0 42 0 NA NA 87 0 NA NA 176 115 NA NA 1026 320 NA NA
1560718800.0 507.0 38 0 NA NA 86 0 NA NA 207 122 NA NA 715 257 NA NA
1560718800.0 508.0 42 0 NA NA 86 0 NA NA 181 129 NA NA 456 352 NA NA
1560718800.0 509.0 45 0 NA NA 84 0 NA NA 196 114 NA NA 670 242 NA NA
1560718800.0 510.0 37 0 NA NA 87 0 NA NA 351 132 NA NA 824 517 NA NA
1560718800.0 511.0 52 0 NA NA 93 0 NA NA 8865 135 NA NA 10753 586 NA NA
1560718800.0 512.0 22 48 0 NA 67 94 0 NA 2345 249 124 NA 30092 753 464 NA
1560718800.0 513.0 20 47 0 NA 68 95 0 NA 707 252 170 NA 2354 1419 572 NA
1560718800.0 514.0 22 47 0 NA 68 93 0 NA 378 198 116 NA 1000 572 227 NA
1560718800.0 515.0 21 45 0 NA 68 92 0 NA 2335 157 124 NA 30822 311 252 NA
1560718800.0 516.0 20 46 0 NA 68 94 0 NA 581 168 121 NA 1962 297 229 NA
1560718800.0 517.0 20 39 0 NA 67 93 0 NA 900 173 131 NA 1286 627 251 NA
1560718800.0 518.0 21 46 0 NA 68 92 0 NA 2349 188 127 NA 30544 384 233 NA
1560718800.0 519.0 21 50 0 NA 67 94 0 NA 716 192 140 NA 2123 499 301 NA
1560718800.0 520.0 22 49 0 NA 68 94 0 NA 913 178 116 NA 1204 626 209 NA
1560718800.0 521.0 22 50 0 NA 68 94 0 NA 702 201 174 NA 2183 501 874 NA
1560718800.0 522.0 22 47 0 NA 68 91 0 NA 2366 157 132 NA 29981 319 468 NA
1560718800.0 524.0 22 45 0 NA 64 93 0 NA 873 192 123 NA 1166 379 269 NA
1560718800.0 525.0 20 45 0 NA 67 93 0 NA 574 177 120 NA 2254 409 226 NA
1560718800.0 526.0 21 47 0 NA 67 93 0 NA 2352 189 128 NA 30352 398 498 NA
1560718800.0 527.0 21 47 0 NA 67 93 0 NA 886 167 114 NA 1240 326 205 NA
1560718800.0 528.0 22 49 0 NA 68 93 0 NA 717 178 140 NA 1860 300 534 NA
1560718800.0 529.0 21 42 0 NA 67 91 0 NA 2356 206 116 NA 29852 445 224 NA
1560718800.0 530.0 22 46 0 NA 66 94 0 NA 1374 235 124 NA 1440 735 328 NA
1560718800.0 531.0 69 0 NA NA 195 0 NA NA 175 123 NA NA 823 281 NA NA
1560718800.0 534.0 49 0 NA NA 104 0 NA NA 413 134 NA NA 1007 288 NA NA
1560718800.0 535.0 43 0 NA NA 96 0 NA NA 810 116 NA NA 1216 248 NA NA
1560718800.0 541.0 54 0 NA NA 99 0 NA NA 255 141 NA NA 697 519 NA NA
