Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560636000.0 1.0 73 115 198 NA 190 581 297 NA 1769 503 1491 NA 1859 1079 2305 NA
1560636000.0 10.0 NA 127 297 0 NA 590 453 0 NA 2318 3961 696 NA 1836 3193 989
1560636000.0 1001.2 NA 386 132 0 NA 662 212 0 NA 14670 1822 143 NA 7917 1512 277
1560636000.0 1002.0 NA 311 96 NA NA 455 134 NA NA 3026 347 NA NA 3729 320 NA
1560636000.0 10024.2 NA 167 376 0 NA 607 520 0 NA 794 2525 1376 NA 1164 3155 1578
1560636000.0 10024.3 NA 171 183 0 NA 607 318 0 NA 880 797 360 NA 657 1191 822
1560636000.0 10024.4 NA 165 368 0 NA 607 552 0 NA 794 2490 1362 NA 1117 2479 1547
1560636000.0 10024.5 NA 161 145 0 NA 562 237 0 NA 885 538 144 NA 1127 921 305
1560636000.0 1003.0 NA 275 0 NA NA 396 0 NA NA 2828 527 NA NA 2063 678 NA
1560636000.0 101.0 100 NA NA NA 161 NA NA NA 884 NA NA NA 1077 NA NA NA
1560636000.0 102.0 99 NA NA NA 161 NA NA NA 756 NA NA NA 1402 NA NA NA
1560636000.0 103.0 63 161 272 NA 151 585 403 NA 1557 408 2121 NA 1780 512 3431 NA
1560636000.0 1040.0 NA 354 32 0 NA 600 77 0 NA 12306 160 150 NA 4390 814 424
1560636000.0 1040.1 NA 82 34 0 NA 142 75 0 NA 446 136 128 NA 663 432 391
1560636000.0 10424.0 NA 162 362 0 NA 609 555 0 NA 815 2498 1404 NA 1604 3091 1706
1560636000.0 105.0 75 104 37 NA 193 583 78 NA 1300 532 133 NA 1228 498 301 NA
1560636000.0 106.0 47 0 0 NA 107 0 0 NA 983 265 1881 NA 1292 597 3949 NA
1560636000.0 107.0 89 150 279 NA 211 584 414 NA 2481 536 2100 NA 1232 416 2164 NA
1560636000.0 108.0 85 119 285 NA 215 582 433 NA 3907 590 2218 NA 2486 1281 2768 NA
1560636000.0 10824.1 NA 267 198 0 NA 679 351 0 NA 2264 955 405 NA 3450 1861 606
1560636000.0 10824.5 NA 277 161 0 NA 670 247 0 NA 2034 550 126 NA 1887 1066 283
1560636000.0 109.0 91 130 281 NA 215 583 438 NA 3100 551 2264 NA 1494 547 2851 NA
1560636000.0 110.0 62 163 278 NA 137 583 415 NA 1074 494 2184 NA 1579 561 2335 NA
1560636000.0 111.0 78 133 275 NA 187 583 419 NA 1618 561 2011 NA 1131 402 2498 NA
1560636000.0 112.0 85 151 276 NA 209 583 420 NA 2408 533 2098 NA 1761 452 2387 NA
1560636000.0 11224.0 NA 270 411 0 NA 640 609 0 NA 1893 2394 1984 NA 2119 3648 2399
1560636000.0 11224.6 NA 272 410 0 NA 674 603 0 NA 1968 2413 2298 NA 2910 3399 2399
1560636000.0 113.0 92 103 292 NA 215 584 435 NA 2331 530 1644 NA 2500 508 2204 NA
1560636000.0 114.0 88 133 279 NA 208 582 430 NA 2858 600 2193 NA 2178 1288 2816 NA
1560636000.0 115.0 86 117 277 NA 219 582 427 NA 2187 570 2315 NA 2009 1114 2652 NA
1560636000.0 116.0 89 133 280 NA 215 583 432 NA 3207 586 2246 NA 1624 522 3433 NA
1560636000.0 117.0 93 101 283 NA 215 583 417 NA 3379 640 2314 NA 1814 1851 2863 NA
1560636000.0 118.0 87 134 283 NA 215 584 419 NA 3539 578 2280 NA 2269 434 2371 NA
1560636000.0 119.0 88 110 274 NA 209 583 418 NA 2619 548 2253 NA 1378 617 3653 NA
1560636000.0 120.0 71 99 266 NA 146 583 399 NA 828 387 1693 NA 814 398 2017 NA
1560636000.0 121.0 92 128 285 NA 209 583 437 NA 3409 583 2301 NA 1861 894 2917 NA
1560636000.0 122.0 47 0 0 NA 103 0 0 NA 1005 235 1836 NA 1201 330 2704 NA
1560636000.0 123.1 319 NA NA NA 685 NA NA NA 1274 NA NA NA 1614 NA NA NA
1560636000.0 123.2 275 NA NA NA 688 NA NA NA 1308 NA NA NA 1557 NA NA NA
1560636000.0 123.3 223 NA NA NA 684 NA NA NA 1114 NA NA NA 1396 NA NA NA
1560636000.0 124.1 263 NA NA NA 685 NA NA NA 1003 NA NA NA 1531 NA NA NA
1560636000.0 124.2 264 NA NA NA 681 NA NA NA 1208 NA NA NA 1355 NA NA NA
1560636000.0 124.4 274 NA NA NA 686 NA NA NA 1189 NA NA NA 1566 NA NA NA
1560636000.0 124.5 291 NA NA NA 683 NA NA NA 1105 NA NA NA 1629 NA NA NA
1560636000.0 124.6 222 NA NA NA 651 NA NA NA 1108 NA NA NA 1348 NA NA NA
1560636000.0 125.0 92 142 274 NA 215 584 433 NA 2650 532 2131 NA 1530 433 2454 NA
1560636000.0 126.0 64 112 274 NA 139 538 403 NA 1472 502 2092 NA 1740 896 3005 NA
