Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1560636000.0 10224.0 NA 126 202 0 NA NA 192 278 0 NA NA 2734 2452 261 NA NA 3261 3140 287 NA
1560636000.0 10225.0 NA 128 196 0 NA NA 197 280 0 NA NA 2343 2025 219 NA NA 9920 8453 276 NA
1560636000.0 108.0 56 79 193 NA NA 101 149 254 NA NA 4440 436 617 NA NA 4492 465 652 NA NA
1560636000.0 109.0 56 89 191 NA NA 101 158 254 NA NA 5447 379 610 NA NA 5511 431 653 NA NA
1560636000.0 117.0 57 78 191 NA NA 101 149 254 NA NA 5171 430 561 NA NA 5225 476 611 NA NA
1560636000.0 121.0 55 81 192 NA NA 100 149 254 NA NA 5316 387 577 NA NA 5376 413 642 NA NA
1560636000.0 1303.0 65 144 179 NA NA 111 198 239 NA NA 6788 665 1560 NA NA 7220 871 1789 NA NA
1560636000.0 1311.0 NA 160 227 0 60 NA 220 291 0 101 NA 487 996 1801 90 NA 603 1116 1843 185
1560636000.0 1325.0 NA 168 261 0 68 NA 229 316 0 109 NA 638 1479 1740 138 NA 755 1565 1773 273
1560636000.0 133.0 57 81 195 NA NA 102 149 254 NA NA 5858 439 628 NA NA 5941 464 675 NA NA
1560636000.0 134.701 NA 36 239 0 NA NA 84 306 0 NA NA 148 4474 442 NA NA 177 4612 463 NA
1560636000.0 134.702 NA 44 233 0 NA NA 82 299 0 NA NA 165 6004 472 NA NA 212 6562 496 NA
1560636000.0 134.703 NA 36 241 0 NA NA 86 313 0 NA NA 159 6139 484 NA NA 180 6428 508 NA
1560636000.0 134.705 NA 37 237 0 NA NA 87 315 0 NA NA 164 6433 544 NA NA 186 6844 572 NA
1560636000.0 134.707 NA 47 232 0 NA NA 85 304 0 NA NA 167 5798 458 NA NA 194 6002 479 NA
1560636000.0 134.709 NA 37 240 0 NA NA 85 305 0 NA NA 152 5953 512 NA NA 174 6194 546 NA
1560636000.0 134.71 NA 32 228 0 NA NA 79 299 0 NA NA 147 3810 518 NA NA 192 3964 537 NA
1560636000.0 134.801 NA 39 230 0 NA NA 84 307 0 NA NA 154 4115 464 NA NA 184 4269 484 NA
1560636000.0 134.808 NA 77 247 0 NA NA 145 333 0 NA NA 601 6511 455 NA NA 672 7287 508 NA
1560636000.0 134.811 NA 34 233 0 NA NA 84 308 0 NA NA 174 6185 424 NA NA 217 6780 495 NA
1560636000.0 134.812 NA 32 227 0 NA NA 82 297 0 NA NA 160 4118 451 NA NA 182 4297 473 NA
1560636000.0 134.901 NA 36 227 0 NA NA 84 299 0 NA NA 156 4165 463 NA NA 184 4302 498 NA
1560636000.0 134.902 NA 45 239 0 NA NA 88 297 0 NA NA 188 5482 421 NA NA 219 5736 441 NA
1560636000.0 134.903 NA 41 230 0 NA NA 88 293 0 NA NA 193 5057 456 NA NA 217 5253 487 NA
1560636000.0 134.904 NA 44 238 0 NA NA 85 301 0 NA NA 181 6065 503 NA NA 212 6660 528 NA
1560636000.0 134.905 NA 36 234 0 NA NA 86 302 0 NA NA 176 4979 443 NA NA 222 5664 469 NA
1560636000.0 134.906 NA 44 231 0 NA NA 86 302 0 NA NA 177 6046 476 NA NA 206 6273 509 NA
1560636000.0 134.909 NA 38 228 0 NA NA 86 293 0 NA NA 177 5372 467 NA NA 201 5537 495 NA
1560636000.0 134.91 NA 37 228 0 NA NA 86 291 0 NA NA 174 4824 460 NA NA 220 4959 485 NA
1560636000.0 134.911 NA 41 230 0 NA NA 84 296 0 NA NA 172 5106 465 NA NA 211 5517 484 NA
1560636000.0 134.912 NA 42 224 0 NA NA 82 292 0 NA NA 175 3822 462 NA NA 217 3982 483 NA
1560636000.0 134.99602 NA 40 229 0 NA NA 85 298 0 NA NA 170 4798 454 NA NA 210 4944 477 NA
1560636000.0 134.99901 NA 37 234 0 NA NA 86 297 0 NA NA 193 5039 441 NA NA 211 5422 471 NA
1560636000.0 135.1 225 0 110 NA NA 302 0 154 NA NA 936 264 427 NA NA 1043 294 516 NA NA
1560636000.0 135.11 224 0 108 NA NA 307 0 160 NA NA 1148 326 461 NA NA 1384 345 551 NA NA
1560636000.0 135.12 216 0 108 NA NA 298 0 158 NA NA 838 292 420 NA NA 1069 310 492 NA NA
1560636000.0 135.2 207 0 107 NA NA 279 0 149 NA NA 566 251 328 NA NA 692 273 411 NA NA
1560636000.0 135.3 208 0 108 NA NA 279 0 157 NA NA 628 246 332 NA NA 717 267 415 NA NA
1560636000.0 135.4 218 0 109 NA NA 299 0 161 NA NA 859 284 404 NA NA 1112 304 518 NA NA
1560636000.0 135.5 218 0 108 NA NA 296 0 158 NA NA 753 293 405 NA NA 1020 317 484 NA NA
1560636000.0 135.6 222 0 109 NA NA 299 0 157 NA NA 843 265 399 NA NA 945 290 470 NA NA
1560636000.0 135.9 225 0 108 NA NA 299 0 157 NA NA 724 266 351 NA NA 832 288 427 NA NA
1560636000.0 1356.0 62 159 255 0 110 108 218 327 0 165 3979 497 2068 1512 396 4253 877 2417 1596 599
1560636000.0 136.721 NA 155 247 0 NA NA 231 319 0 NA NA 2643 6457 1063 NA NA 2849 6994 1111 NA
1560636000.0 136.722 NA 162 258 0 NA NA 237 346 0 NA NA 3261 7770 953 NA NA 4577 9072 991 NA
1560636000.0 136.723 NA 157 246 0 NA NA 232 327 0 NA NA 2802 6914 961 NA NA 3052 7438 1033 NA
1560636000.0 136.724 NA 163 262 0 NA NA 242 347 0 NA NA 4235 8746 841 NA NA 5587 9987 892 NA
1560636000.0 136.725 NA 174 259 0 NA NA 234 361 0 NA NA 3080 7713 966 NA NA 3966 8849 994 NA
1560636000.0 136.726 NA 167 247 0 NA NA 233 336 0 NA NA 3433 7981 1010 NA NA 4838 9187 1055 NA
1560636000.0 136.727 NA 191 259 0 NA NA 286 342 0 NA NA 3279 7614 984 NA NA 4626 9010 1028 NA
1560636000.0 136.728 NA 191 257 0 NA NA 282 344 0 NA NA 3598 8175 879 NA NA 5031 10036 936 NA
1560636000.0 136.729 NA 156 250 0 NA NA 230 330 0 NA NA 2968 7637 842 NA NA 3217 8205 901 NA
1560636000.0 136.73 NA 163 270 0 NA NA 229 359 0 NA NA 3214 7626 868 NA NA 3595 8258 926 NA
1560636000.0 136.731 NA 171 267 0 NA NA 239 362 0 NA NA 3255 7944 996 NA NA 4604 9097 1028 NA
1560636000.0 136.732 NA 153 248 0 NA NA 232 321 0 NA NA 2021 5851 1029 NA NA 2190 6385 1090 NA
1560636000.0 136.7321 NA 154 267 0 NA NA 230 346 0 NA NA 2069 5957 943 NA NA 2296 6502 1025 NA
1560636000.0 136.734 NA 167 243 0 NA NA 235 334 0 NA NA 3219 7686 943 NA NA 4580 8898 980 NA
1560636000.0 136.735 NA 153 221 0 NA NA 211 279 0 NA NA 1016 2061 820 NA NA 1309 2242 992 NA
1560636000.0 1360.0 64 161 252 0 NA 157 221 321 0 NA 3288 510 1187 1408 NA 5395 1124 1457 1480 NA
1560636000.0 1362.0 60 153 247 0 NA 157 214 311 0 NA 3052 453 1101 1421 NA 5578 631 1367 1512 NA
1560636000.0 1363.0 62 163 248 0 NA 157 217 314 0 NA 4202 499 1341 1519 NA 6393 685 1700 1594 NA
1560636000.0 139901.0 NA 164 249 0 NA NA 224 313 0 NA NA 633 1315 1529 NA NA 735 1452 1564 NA
1560636000.0 139902.0 NA 168 250 0 NA NA 229 318 0 NA NA 711 1478 1644 NA NA 787 1601 1681 NA
1560636000.0 13992501.0 NA 195 321 0 NA NA 279 407 0 NA NA 2648 4053 1506 NA NA 4117 5528 1599 NA
1560636000.0 13992502.0 NA 206 317 0 NA NA 281 413 0 NA NA 2663 3917 1535 NA NA 6666 7683 1601 NA
1560636000.0 2.0 57 76 138 NA NA 100 146 187 NA NA 5105 437 800 NA NA 5168 455 833 NA NA
1560636000.0 204.0 54 97 207 0 NA 99 155 278 0 NA 3461 766 1157 522 NA 3554 836 1495 550 NA
1560636000.0 24.0 NA 82 195 0 NA NA 151 259 0 NA NA 2144 2418 536 NA NA 2194 2480 562 NA
1560636000.0 25.0 NA 83 216 0 84 NA 150 274 0 125 NA 2130 2971 594 121 NA 2204 3088 619 172
1560636000.0 250202.0 NA 229 282 0 NA NA 361 359 0 NA NA 14324 3328 1537 NA NA 16469 3579 1618 NA
1560636000.0 250402.0 230 0 110 NA NA 317 0 158 NA NA 1365 293 545 NA NA 1612 312 632 NA NA
1560636000.0 250403.0 228 0 111 NA NA 316 0 157 NA NA 1174 287 481 NA NA 1535 307 552 NA NA
1560636000.0 250405.0 225 0 109 NA NA 315 0 156 NA NA 1109 300 442 NA NA 1386 326 531 NA NA
1560636000.0 250406.0 227 0 111 NA NA 317 0 155 NA NA 1002 280 455 NA NA 1213 301 570 NA NA
1560636000.0 250407.0 216 0 110 NA NA 298 0 157 NA NA 927 221 455 NA NA 1075 241 520 NA NA
1560636000.0 250408.0 227 0 110 NA NA 316 0 158 NA NA 1228 288 502 NA NA 1581 305 568 NA NA
1560636000.0 250409.0 230 0 113 NA NA 322 0 162 NA NA 1614 281 607 NA NA 1850 303 689 NA NA
1560636000.0 25202.0 NA 202 325 0 NA NA 278 408 0 NA NA 2753 4115 1525 NA NA 3980 5323 1603 NA
1560636000.0 25210.0 67 205 311 0 NA 157 281 404 0 NA 3297 1971 3151 1688 NA 5654 2744 4626 1752 NA
1560636000.0 25211.0 65 202 308 0 NA 157 283 407 0 NA 3147 2674 4098 1497 NA 5335 3909 5444 1574 NA
1560636000.0 25212.0 64 198 316 0 NA 157 282 407 0 NA 2959 2596 3642 1516 NA 5684 3682 5012 1598 NA
1560636000.0 25213.0 63 197 318 0 NA 157 282 412 0 NA 4151 2694 3424 1507 NA 6816 6584 6646 1613 NA
1560636000.0 25403.0 258 0 108 NA NA 361 0 154 NA NA 2845 338 471 NA NA 8560 380 678 NA NA
1560636000.0 28.0 NA 81 198 0 NA NA 150 256 0 NA NA 2038 2037 510 NA NA 2124 2135 569 NA
1560636000.0 280.0 91 82 191 0 NA 171 148 254 0 NA 5240 418 533 449 NA 5299 445 581 476 NA
1560636000.0 3.0 56 74 139 NA NA 103 146 188 NA NA 7059 318 927 NA NA 7214 350 972 NA NA
1560636000.0 300.0 84 220 287 0 NA 141 283 359 0 NA 2453 1326 2056 220 NA 2585 1413 2275 241 NA
1560636000.0 301.0 84 204 291 0 NA 139 284 361 0 NA 3551 1332 1980 224 NA 4052 1483 2207 243 NA
1560636000.0 34.0 53 78 188 0 NA 99 149 254 0 NA 3436 441 552 453 NA 3510 461 586 475 NA
1560636000.0 37.0 NA 82 211 0 NA NA 151 258 0 NA NA 2124 2976 523 NA NA 2161 3040 579 NA
