Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560848400.0 519.0 14 34 0 NA 59 89 0 NA 796 241 173 NA 4118 758 664 NA
1560848400.0 520.0 16 35 0 NA 59 90 0 NA 913 195 135 NA 1725 361 628 NA
1560848400.0 521.0 14 38 0 NA 58 90 0 NA 809 262 182 NA 3965 1351 867 NA
1560848400.0 522.0 16 38 0 NA 59 90 0 NA 1915 196 124 NA 31115 672 467 NA
1560848400.0 523.0 16 45 0 NA 59 100 0 NA 1410 346 174 NA 3157 924 422 NA
1560848400.0 524.0 14 37 0 NA 59 89 0 NA 907 206 132 NA 1641 516 287 NA
1560848400.0 525.0 14 37 0 NA 58 89 0 NA 762 230 187 NA 3844 790 869 NA
1560848400.0 526.0 16 35 0 NA 58 89 0 NA 1924 199 129 NA 30279 548 493 NA
1560848400.0 527.0 16 37 0 NA 58 91 0 NA 899 212 133 NA 1715 518 281 NA
1560848400.0 528.0 14 37 0 NA 58 90 0 NA 831 242 181 NA 5722 795 621 NA
1560848400.0 529.0 16 35 0 NA 59 89 0 NA 1938 181 138 NA 30279 320 475 NA
1560848400.0 530.0 15 35 0 NA 58 89 0 NA 920 197 129 NA 1876 319 256 NA
1560848400.0 531.0 52 0 NA NA 194 0 NA NA 176 122 NA NA 342 294 NA NA
1560848400.0 534.0 35 0 NA NA 103 0 NA NA 212 139 NA NA 796 401 NA NA
1560848400.0 535.0 40 0 NA NA 90 0 NA NA 653 163 NA NA 1929 582 NA NA
1560848400.0 536.0 39 0 NA NA 103 0 NA NA 262 135 NA NA 966 737 NA NA
1560848400.0 541.0 42 0 NA NA 95 0 NA NA 196 131 NA NA 558 626 NA NA
1560848400.0 545.0 39 0 NA NA 94 0 NA NA 227 130 NA NA 693 305 NA NA
1560848400.0 551.0 16 35 0 NA 58 90 0 NA 1377 363 178 NA 3395 905 414 NA
1560848400.0 552.0 19 40 0 NA 61 90 0 NA 1611 212 126 NA 1359 821 324 NA
1560848400.0 554.0 13 39 0 NA 58 91 0 NA 1616 263 185 NA 3879 824 869 NA
1560848400.0 555.0 16 41 0 NA 58 88 0 NA 1691 282 195 NA 3218 598 676 NA
1560848400.0 556.0 14 38 0 NA 59 90 0 NA 349 208 137 NA 1582 522 297 NA
1560848400.0 560.0 33 0 NA NA 84 0 NA NA 185 136 NA NA 477 401 NA NA
1560848400.0 561.0 32 0 NA NA 85 0 NA NA 193 124 NA NA 628 250 NA NA
1560848400.0 562.0 14 39 0 NA 59 89 0 NA 412 227 185 NA 4301 799 698 NA
1560848400.0 6.0 NA 119 274 0 NA 556 597 0 NA 1773 2347 605 NA 1776 4341 1666
