Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560762000.0 1002.0 NA 310 76 NA NA 620 141 NA NA 3667 451 NA NA 6837 1166 NA
1560762000.0 1003.0 NA 269 0 NA NA 611 0 NA NA 3488 664 NA NA 5143 1901 NA
1560762000.0 101.0 92 NA NA NA 162 NA NA NA 904 NA NA NA 1378 NA NA NA
1560762000.0 102.0 93 NA NA NA 162 NA NA NA 814 NA NA NA 2066 NA NA NA
1560762000.0 103.0 41 0 0 NA 99 0 0 NA 556 290 1755 NA 3986 995 3633 NA
1560762000.0 1040.0 NA 355 30 0 NA 792 73 0 NA 12791 161 138 NA 4755 316 340
1560762000.0 106.0 42 0 0 NA 99 0 0 NA 484 247 1715 NA 1152 445 2652 NA
1560762000.0 10824.1 NA 288 211 0 NA 682 375 0 NA 2449 1149 399 NA 4025 3210 620
1560762000.0 10824.5 NA 294 160 0 NA 684 250 0 NA 2357 743 183 NA 3475 1631 477
1560762000.0 110.0 58 142 283 NA 130 584 650 NA 633 495 1956 NA 906 407 2250 NA
1560762000.0 112.0 84 144 293 NA 206 585 668 NA 2125 581 2141 NA 3001 687 4264 NA
1560762000.0 11224.0 NA 275 411 0 NA 684 758 0 NA 2297 2786 2052 NA 4617 3713 3480
1560762000.0 11224.6 NA 281 407 0 NA 682 736 0 NA 2254 2742 2032 NA 5062 4130 2436
1560762000.0 113.0 80 135 284 NA 206 584 608 NA 2181 602 2203 NA 3852 690 5401 NA
1560762000.0 117.0 84 136 290 NA 212 584 606 NA 3123 571 2089 NA 2159 475 2416 NA
1560762000.0 122.0 40 0 0 NA 98 0 0 NA 524 254 1789 NA 2102 553 3973 NA
1560762000.0 123.1 330 NA NA NA 852 NA NA NA 1443 NA NA NA 1682 NA NA NA
1560762000.0 123.2 321 NA NA NA 851 NA NA NA 1769 NA NA NA 4869 NA NA NA
1560762000.0 123.3 249 NA NA NA 850 NA NA NA 1357 NA NA NA 1979 NA NA NA
1560762000.0 124.1 301 NA NA NA 852 NA NA NA 1359 NA NA NA 2017 NA NA NA
1560762000.0 124.2 318 NA NA NA 760 NA NA NA 1428 NA NA NA 1740 NA NA NA
1560762000.0 124.4 304 NA NA NA 851 NA NA NA 1352 NA NA NA 1985 NA NA NA
