Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1560636000.0 101.0 92 NA NA NA 162 NA NA NA 874 NA NA NA 1890 NA NA NA
1560636000.0 102.0 87 NA NA NA 162 NA NA NA 826 NA NA NA 2566 NA NA NA
1560636000.0 1040.0 NA 368 31 0 NA 745 73 0 NA 11014 123 107 NA 3901 470 240
1560636000.0 106.0 41 0 0 NA 99 0 0 NA 423 195 1325 NA 1093 531 1734 NA
1560636000.0 10824.5 NA 288 166 0 NA 682 251 0 NA 2348 710 176 NA 4070 1798 516
1560636000.0 11224.6 NA 283 414 0 NA 638 735 0 NA 2289 2812 2035 NA 4163 6242 2471
1560636000.0 122.0 40 0 0 NA 98 0 0 NA 580 303 1722 NA 3484 991 4471 NA
1560636000.0 123.1 327 NA NA NA 853 NA NA NA 1482 NA NA NA 2025 NA NA NA
1560636000.0 123.2 345 NA NA NA 852 NA NA NA 1681 NA NA NA 2404 NA NA NA
1560636000.0 123.3 249 NA NA NA 852 NA NA NA 1334 NA NA NA 1702 NA NA NA
1560636000.0 124.1 305 NA NA NA 850 NA NA NA 1378 NA NA NA 2513 NA NA NA
1560636000.0 124.2 309 NA NA NA 850 NA NA NA 1480 NA NA NA 2329 NA NA NA
1560636000.0 124.4 309 NA NA NA 851 NA NA NA 1395 NA NA NA 2595 NA NA NA
1560636000.0 124.5 299 NA NA NA 850 NA NA NA 1436 NA NA NA 2014 NA NA NA
1560636000.0 124.6 249 NA NA NA 851 NA NA NA 1392 NA NA NA 2025 NA NA NA
1560636000.0 1325.5 NA 169 0 NA NA 288 0 NA NA 4221 133 NA NA 5489 623 NA
1560636000.0 1325.51 NA 160 0 NA NA 255 0 NA NA 2160 223 NA NA 6209 1179 NA
1560636000.0 1325.6 NA 189 NA NA NA 342 NA NA NA 3756 NA NA NA 4165 NA NA
1560636000.0 1325.7 NA 192 0 NA NA 319 0 NA NA 4490 176 NA NA 5828 748 NA
1560636000.0 1325.8 NA 190 0 NA NA 326 0 NA NA 5334 190 NA NA 6573 636 NA
1560636000.0 1329.1 NA 185 0 NA NA 298 0 NA NA 4933 120 NA NA 5539 304 NA
1560636000.0 135.13 331 0 NA NA 835 0 NA NA 1485 349 NA NA 1986 943 NA NA
1560636000.0 135.8 140 NA NA NA 253 NA NA NA 596 NA NA NA 2617 NA NA NA
1560636000.0 136.736 NA 92 350 0 NA 158 704 0 NA 756 11860 879 NA 2959 9041 1678
1560636000.0 136.757 NA 91 366 0 NA 168 713 0 NA 618 11152 754 NA 665 4869 963
1560636000.0 136.7611 NA 184 0 NA NA 296 0 NA NA 4853 128 NA NA 5624 313 NA
1560636000.0 136.769 NA 91 360 0 NA 169 724 0 NA 594 10212 736 NA 678 5456 1102
1560636000.0 136.771 NA 91 360 0 NA 163 704 0 NA 597 10440 747 NA 652 4786 906
1560636000.0 136.7721 NA 176 0 NA NA 295 0 NA NA 4562 130 NA NA 5262 682 NA
1560636000.0 136.7722 NA 169 0 NA NA 276 0 NA NA 4736 119 NA NA 5190 367 NA
1560636000.0 136.78 NA 112 416 0 NA 183 809 0 NA 716 15701 994 NA 999 12848 1981
1560636000.0 136.7801 NA 103 0 NA NA 173 0 NA NA 518 307 NA NA 2112 1541 NA
1560636000.0 136.7802 NA 70 0 NA NA 136 0 NA NA 348 210 NA NA 1952 1456 NA
1560636000.0 136.7803 NA 107 0 NA NA 183 0 NA NA 719 358 NA NA 2465 1316 NA
1560636000.0 136.787 NA 108 490 0 NA 187 957 0 NA 544 15169 861 NA 695 7675 1056
1560636000.0 136.79 NA 112 422 0 NA 197 832 0 NA 636 9508 850 NA 639 4543 944
1560636000.0 136.794 NA 117 421 0 NA 187 844 0 NA 755 14325 1067 NA 1003 9305 1779
1560636000.0 136.7952 NA 186 0 NA NA 299 0 NA NA 3920 197 NA NA 4633 1209 NA
1560636000.0 136.8311 NA 178 0 NA NA 295 0 NA NA 2542 248 NA NA 4801 2071 NA
1560636000.0 136.843 NA 108 474 0 NA 187 869 0 NA 712 27383 1103 NA 2117 9907 1384
1560636000.0 136.8521 NA 183 0 NA NA 296 0 NA NA 3153 176 NA NA 5467 779 NA
1560636000.0 136.8561 NA 234 368 0 NA 398 677 0 NA 1979 3369 1016 NA 5718 6149 2738
1560636000.0 136.8562 NA 209 349 0 NA 348 690 0 NA 1833 3203 974 NA 5553 7888 1980
