Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1560636000.0 1004.0 NA 350 359 0 0 0 0 NA 441 445 0 0 0 0 NA 873 479 6 23 362 348 NA 1022 493 14 132 368 346
1560636000.0 101.0 82 NA NA NA NA NA NA 151 NA NA NA NA NA NA 1282 NA NA NA NA NA NA 1890 NA NA NA NA NA NA
1560636000.0 1010.0 NA 27 69 0 NA NA NA NA 75 122 0 NA NA NA NA 15 152 99 NA NA NA NA 67 177 172 NA NA NA
1560636000.0 102.0 83 NA NA NA NA NA NA 151 NA NA NA NA NA NA 869 NA NA NA NA NA NA 1564 NA NA NA NA NA NA
1560636000.0 1020.0 NA 35 NA NA NA NA NA NA 115 NA NA NA NA NA NA 56 NA NA NA NA NA NA 96 NA NA NA NA NA
1560636000.0 10224.0 NA 357 934 0 NA NA NA NA 521 1152 0 NA NA NA NA 5603 4630 1543 NA NA NA NA 4742 2539 1601 NA NA NA
1560636000.0 10225.0 NA 343 942 0 NA NA NA NA 520 1150 0 NA NA NA NA 5372 4672 1545 NA NA NA NA 4967 2317 1582 NA NA NA
1560636000.0 103.0 42 0 0 NA NA NA NA 89 0 0 NA NA NA NA 1287 193 434 NA NA NA NA 1185 175 580 NA NA NA NA
1560636000.0 1030.0 NA 151 35 0 NA NA NA NA 264 83 0 NA NA NA NA 2762 64 2 NA NA NA NA 1344 125 34 NA NA NA
1560636000.0 105.0 99 87 23 NA NA NA NA 185 369 67 NA NA NA NA 3182 585 3 NA NA NA NA 2534 427 14 NA NA NA NA
1560636000.0 106.0 43 0 0 NA NA NA NA 90 0 0 NA NA NA NA 498 98 301 NA NA NA NA 586 78 397 NA NA NA NA
1560636000.0 107.0 101 95 465 NA NA NA NA 187 369 564 NA NA NA NA 3226 420 507 NA NA NA NA 1762 325 462 NA NA NA NA
1560636000.0 10824.0 73 235 680 92 0 NA NA 135 475 843 145 0 NA NA 7653 1448 1604 294 1603 NA NA 5296 1490 1146 471 1630 NA NA
1560636000.0 10825.0 68 211 666 84 0 NA NA 128 474 823 134 0 NA NA 6448 1451 1400 260 1480 NA NA 4356 1577 1199 398 1515 NA NA
1560636000.0 10826.0 81 218 684 96 0 NA NA 140 475 842 144 0 NA NA 12757 1626 1700 252 1550 NA NA 7544 1524 1153 382 1682 NA NA
1560636000.0 109.0 91 91 464 NA NA NA NA 190 369 576 NA NA NA NA 4721 501 767 NA NA NA NA 3113 1017 853 NA NA NA NA
1560636000.0 110.0 63 88 456 NA NA NA NA 126 361 550 NA NA NA NA 709 319 447 NA NA NA NA 581 310 453 NA NA NA NA
1560636000.0 111.0 93 87 457 NA NA NA NA 184 369 548 NA NA NA NA 4280 678 647 NA NA NA NA 3105 709 900 NA NA NA NA
1560636000.0 112.0 101 92 471 NA NA NA NA 190 369 551 NA NA NA NA 2814 366 485 NA NA NA NA 1621 358 469 NA NA NA NA
1560636000.0 113.0 87 89 458 NA NA NA NA 186 361 553 NA NA NA NA 3634 461 668 NA NA NA NA 2791 619 814 NA NA NA NA
1560636000.0 114.0 98 92 475 NA NA NA NA 186 361 571 NA NA NA NA 2952 384 520 NA NA NA NA 1518 350 467 NA NA NA NA
1560636000.0 115.0 89 91 459 NA NA NA NA 190 369 563 NA NA NA NA 3961 445 722 NA NA NA NA 2835 614 1071 NA NA NA NA
1560636000.0 116.0 84 87 459 NA NA NA NA 182 361 551 NA NA NA NA 3957 450 697 NA NA NA NA 3328 600 848 NA NA NA NA
1560636000.0 11624.0 71 232 682 92 0 NA NA 121 476 851 143 0 NA NA 6957 1740 1815 388 1590 NA NA 4830 1646 1408 424 1610 NA NA
1560636000.0 11625.0 66 217 670 86 0 NA NA 115 469 829 134 0 NA NA 5196 1455 1689 279 1605 NA NA 3935 1610 1458 427 1634 NA NA
1560636000.0 11626.0 75 251 689 91 0 NA NA 122 479 845 142 0 NA NA 12096 1893 2104 487 1536 NA NA 6992 2000 1322 595 1571 NA NA
1560636000.0 117.0 85 91 463 NA NA NA NA 191 361 550 NA NA NA NA 4221 459 738 NA NA NA NA 2966 627 688 NA NA NA NA
1560636000.0 118.0 89 92 465 NA NA NA NA 188 369 566 NA NA NA NA 4542 487 770 NA NA NA NA 3111 616 706 NA NA NA NA
1560636000.0 119.0 91 88 461 NA NA NA NA 182 369 562 NA NA NA NA 5961 848 652 NA NA NA NA 3259 864 718 NA NA NA NA
1560636000.0 120.0 65 86 449 NA NA NA NA 137 361 551 NA NA NA NA 579 310 466 NA NA NA NA 529 517 982 NA NA NA NA
1560636000.0 12024.0 71 218 682 0 NA NA NA 121 469 842 0 NA NA NA 6935 1959 1752 1471 NA NA NA 5027 2069 1140 1548 NA NA NA
1560636000.0 121.0 100 97 465 NA NA NA NA 189 369 570 NA NA NA NA 3502 448 591 NA NA NA NA 1717 336 486 NA NA NA NA
1560636000.0 122.0 62 84 444 NA NA NA NA 131 379 549 NA NA NA NA 1658 416 595 NA NA NA NA 2426 623 751 NA NA NA NA
1560636000.0 123.1 362 NA NA NA NA NA NA 503 NA NA NA NA NA NA 917 NA NA NA NA NA NA 589 NA NA NA NA NA NA
1560636000.0 123.2 366 NA NA NA NA NA NA 504 NA NA NA NA NA NA 1060 NA NA NA NA NA NA 846 NA NA NA NA NA NA
1560636000.0 123.3 277 NA NA NA NA NA NA 503 NA NA NA NA NA NA 902 NA NA NA NA NA NA 903 NA NA NA NA NA NA
1560636000.0 124.1 348 NA NA NA NA NA NA 503 NA NA NA NA NA NA 737 NA NA NA NA NA NA 649 NA NA NA NA NA NA
1560636000.0 124.2 362 NA NA NA NA NA NA 496 NA NA NA NA NA NA 1165 NA NA NA NA NA NA 1185 NA NA NA NA NA NA
1560636000.0 124.4 335 NA NA NA NA NA NA 503 NA NA NA NA NA NA 928 NA NA NA NA NA NA 805 NA NA NA NA NA NA
1560636000.0 124.5 347 NA NA NA NA NA NA 495 NA NA NA NA NA NA 623 NA NA NA NA NA NA 486 NA NA NA NA NA NA
1560636000.0 124.6 275 NA NA NA NA NA NA 503 NA NA NA NA NA NA 853 NA NA NA NA NA NA 858 NA NA NA NA NA NA
1560636000.0 125.0 100 91 460 NA NA NA NA 188 361 553 NA NA NA NA 2524 398 472 NA NA NA NA 1480 336 442 NA NA NA NA
1560636000.0 126.0 68 86 456 NA NA NA NA 148 361 546 NA NA NA NA 1129 377 449 NA NA NA NA 861 299 460 NA NA NA NA
1560636000.0 127.0 64 82 455 NA NA NA NA 125 369 553 NA NA NA NA 2116 898 543 NA NA NA NA 1666 830 536 NA NA NA NA
1560636000.0 128.0 61 87 451 NA NA NA NA 122 361 545 NA NA NA NA 954 326 425 NA NA NA NA 952 331 456 NA NA NA NA
1560636000.0 129.0 61 84 448 NA NA NA NA 130 369 556 NA NA NA NA 1148 876 517 NA NA NA NA 1175 795 517 NA NA NA NA
1560636000.0 130.0 64 82 453 NA NA NA NA 132 372 552 NA NA NA NA 1563 664 461 NA NA NA NA 1359 760 483 NA NA NA NA
1560636000.0 1301.0 90 94 178 NA NA NA NA 152 375 288 NA NA NA NA 1179 465 290 NA NA NA NA 874 430 438 NA NA NA NA
1560636000.0 1302.0 94 102 188 NA NA NA NA 166 373 297 NA NA NA NA 4576 603 510 NA NA NA NA 2958 774 1073 NA NA NA NA
1560636000.0 1303.0 83 100 190 NA NA NA NA 156 376 314 NA NA NA NA 7363 527 510 NA NA NA NA 4150 924 991 NA NA NA NA
1560636000.0 1307.0 NA 92 182 42 0 NA NA NA 380 262 88 0 NA NA NA 386 313 10 120 NA NA NA 422 471 30 388 NA NA
1560636000.0 1308.0 NA 92 178 49 0 NA NA NA 380 259 87 0 NA NA NA 332 283 9 107 NA NA NA 370 565 47 147 NA NA
1560636000.0 131.0 65 86 457 NA NA NA NA 141 369 553 NA NA NA NA 2265 687 657 NA NA NA NA 1699 643 816 NA NA NA NA
1560636000.0 1310.0 NA 103 574 0 NA NA NA NA 388 692 0 NA NA NA NA 924 1014 478 NA NA NA NA 894 1078 513 NA NA NA
1560636000.0 132.0 96 93 462 NA NA NA NA 177 369 554 NA NA NA NA 2884 387 535 NA NA NA NA 1459 327 468 NA NA NA NA
1560636000.0 1325.1 NA 109 219 0 NA NA NA NA 389 298 0 NA NA NA NA 986 627 250 NA NA NA NA 942 638 359 NA NA NA
1560636000.0 1325.3 NA 104 208 0 NA NA NA NA 393 286 0 NA NA NA NA 856 504 218 NA NA NA NA 789 443 241 NA NA NA
1560636000.0 1325.5 NA 135 0 NA NA NA NA NA 204 0 NA NA NA NA NA 908 27 NA NA NA NA NA 972 38 NA NA NA NA
1560636000.0 1331.0 NA 102 569 0 NA NA NA NA 389 690 0 NA NA NA NA 610 940 504 NA NA NA NA 781 1348 619 NA NA NA
1560636000.0 1332.0 NA 106 574 0 NA NA NA NA 385 695 0 NA NA NA NA 792 1005 542 NA NA NA NA 858 1679 603 NA NA NA
1560636000.0 134.0 NA 476 32 0 NA NA NA NA 559 78 0 NA NA NA NA 2468 7 7 NA NA NA NA 1304 144 15 NA NA NA
1560636000.0 134.71 NA 32 506 0 NA NA NA NA 83 608 0 NA NA NA NA 233 3533 534 NA NA NA NA 353 2246 548 NA NA NA
1560636000.0 134.813 NA 180 61 0 NA NA NA NA 270 111 0 NA NA NA NA 964 225 181 NA NA NA NA 782 361 333 NA NA NA
1560636000.0 135.1 361 0 95 NA NA NA NA 515 0 156 NA NA NA NA 1238 193 221 NA NA NA NA 1237 315 460 NA NA NA NA
1560636000.0 135.11 383 0 101 NA NA NA NA 507 0 157 NA NA NA NA 845 124 177 NA NA NA NA 549 148 212 NA NA NA NA
1560636000.0 135.12 372 0 96 NA NA NA NA 507 0 154 NA NA NA NA 609 119 151 NA NA NA NA 738 148 228 NA NA NA NA
1560636000.0 135.13 376 0 NA NA NA NA NA 545 0 NA NA NA NA NA 1132 214 NA NA NA NA NA 805 294 NA NA NA NA NA
1560636000.0 135.2 285 0 93 NA NA NA NA 507 0 151 NA NA NA NA 824 171 375 NA NA NA NA 976 210 866 NA NA NA NA
1560636000.0 135.3 286 0 94 NA NA NA NA 514 0 150 NA NA NA NA 451 103 127 NA NA NA NA 497 116 255 NA NA NA NA
1560636000.0 135.4 363 0 97 NA NA NA NA 507 0 154 NA NA NA NA 638 114 150 NA NA NA NA 528 140 225 NA NA NA NA
1560636000.0 135.5 364 0 98 NA NA NA NA 504 0 153 NA NA NA NA 946 189 194 NA NA NA NA 1007 251 421 NA NA NA NA
1560636000.0 135.6 331 0 96 NA NA NA NA 514 0 156 NA NA NA NA 743 143 186 NA NA NA NA 1017 304 650 NA NA NA NA
1560636000.0 135.7 374 0 96 NA NA NA NA 515 0 153 NA NA NA NA 545 117 133 NA NA NA NA 651 145 192 NA NA NA NA
1560636000.0 135.8 145 NA NA NA NA NA NA 236 NA NA NA NA NA NA 408 NA NA NA NA NA NA 800 NA NA NA NA NA NA
1560636000.0 135.9 321 0 92 NA NA NA NA 507 0 149 NA NA NA NA 421 108 116 NA NA NA NA 437 123 182 NA NA NA NA
1560636000.0 1351.0 NA 104 569 0 NA NA NA NA 388 693 0 NA NA NA NA 626 953 483 NA NA NA NA 789 1279 514 NA NA NA
1560636000.0 136.733 NA 193 68 0 NA NA NA NA 284 120 0 NA NA NA NA 1066 762 183 NA NA NA NA 1051 844 345 NA NA NA
1560636000.0 136.738 NA 60 557 0 NA NA NA NA 129 674 0 NA NA NA NA 563 10415 597 NA NA NA NA 376 3091 610 NA NA NA
1560636000.0 136.739 NA 59 585 0 NA NA NA NA 128 724 0 NA NA NA NA 483 12418 598 NA NA NA NA 387 3596 612 NA NA NA
1560636000.0 136.744 NA 59 586 0 NA NA NA NA 128 752 0 NA NA NA NA 440 10619 603 NA NA NA NA 374 3116 619 NA NA NA
1560636000.0 136.748 NA 59 573 0 NA NA NA NA 126 706 0 NA NA NA NA 493 10762 713 NA NA NA NA 428 5109 886 NA NA NA
1560636000.0 136.751 NA 64 581 0 NA NA NA NA 134 766 0 NA NA NA NA 606 14182 716 NA NA NA NA 579 7168 974 NA NA NA
1560636000.0 136.758 NA 60 564 0 NA NA NA NA 132 700 0 NA NA NA NA 462 12206 606 NA NA NA NA 305 3528 619 NA NA NA
1560636000.0 136.759 NA 58 588 0 NA NA NA NA 125 743 0 NA NA NA NA 467 13874 601 NA NA NA NA 349 3993 625 NA NA NA
1560636000.0 136.76 NA 61 575 0 NA NA NA NA 127 715 0 NA NA NA NA 552 15036 620 NA NA NA NA 348 4316 648 NA NA NA
1560636000.0 136.761 NA 68 602 0 NA NA NA NA 129 753 0 NA NA NA NA 527 16681 604 NA NA NA NA 395 4676 625 NA NA NA
1560636000.0 136.7611 NA 156 0 NA NA NA NA NA 307 0 NA NA NA NA NA 1895 35 NA NA NA NA NA 1157 49 NA NA NA NA
1560636000.0 136.762 NA 63 607 0 NA NA NA NA 133 777 0 NA NA NA NA 719 32822 900 NA NA NA NA 786 12512 986 NA NA NA
1560636000.0 136.763 NA 65 574 0 NA NA NA NA 134 706 0 NA NA NA NA 826 19733 639 NA NA NA NA 892 5725 650 NA NA NA
1560636000.0 136.764 NA 65 566 0 NA NA NA NA 133 701 0 NA NA NA NA 454 14722 642 NA NA NA NA 323 4193 683 NA NA NA
1560636000.0 136.765 NA 60 570 0 NA NA NA NA 128 690 0 NA NA NA NA 470 12289 612 NA NA NA NA 329 3530 627 NA NA NA
1560636000.0 136.766 NA 59 605 0 NA NA NA NA 133 780 0 NA NA NA NA 401 14828 606 NA NA NA NA 310 4248 635 NA NA NA
1560636000.0 136.768 NA 69 563 0 NA NA NA NA 132 698 0 NA NA NA NA 599 13390 620 NA NA NA NA 496 3788 632 NA NA NA
1560636000.0 136.774 NA 64 554 0 NA NA NA NA 126 665 0 NA NA NA NA 655 11267 697 NA NA NA NA 594 5750 892 NA NA NA
1560636000.0 136.776 NA 61 551 0 NA NA NA NA 127 658 0 NA NA NA NA 596 9201 718 NA NA NA NA 550 4198 904 NA NA NA
1560636000.0 136.777 NA 60 581 0 NA NA NA NA 126 730 0 NA NA NA NA 492 11192 710 NA NA NA NA 406 3690 742 NA NA NA
1560636000.0 1361.17 68 225 669 0 NA NA NA 131 468 823 0 NA NA NA 6896 1335 1094 1445 NA NA NA 8406 1242 1012 1497 NA NA NA
1560636000.0 1362.17 71 217 671 0 NA NA NA 131 466 828 0 NA NA NA 9462 1470 1269 1528 NA NA NA 12841 1403 1138 1621 NA NA NA
1560636000.0 1363.17 70 221 666 0 NA NA NA 131 478 827 0 NA NA NA 9508 1508 1406 1462 NA NA NA 11125 1365 1237 1499 NA NA NA
1560636000.0 140.0 74 96 328 0 NA NA NA 129 361 431 0 NA NA NA 3207 361 415 150 NA NA NA 4962 315 460 173 NA NA NA
1560636000.0 140.51 NA 43 NA NA NA NA NA NA 111 NA NA NA NA NA NA 565 NA NA NA NA NA NA 675 NA NA NA NA NA
1560636000.0 140.53 NA 438 0 NA NA NA NA NA 562 0 NA NA NA NA NA 3413 218 NA NA NA NA NA 1436 227 NA NA NA NA
1560636000.0 140.54 NA 430 0 NA NA NA NA NA 534 0 NA NA NA NA NA 956 344 NA NA NA NA NA 800 354 NA NA NA NA
1560636000.0 15.0 NA 100 458 0 NA NA NA NA 387 577 0 NA NA NA NA 2286 993 351 NA NA NA NA 1176 826 363 NA NA NA
1560636000.0 150.0 66 106 373 0 NA NA NA 114 375 508 0 NA NA NA 3319 368 608 391 NA NA NA 4580 655 824 413 NA NA NA
1560636000.0 150.1 NA 97 362 0 NA NA NA NA 389 511 0 NA NA NA NA 914 829 525 NA NA NA NA 918 2106 651 NA NA NA
1560636000.0 150.2 NA 98 366 0 NA NA NA NA 389 493 0 NA NA NA NA 1167 730 538 NA NA NA NA 1074 1055 666 NA NA NA
1560636000.0 150.3 NA 97 361 0 NA NA NA NA 388 513 0 NA NA NA NA 956 866 558 NA NA NA NA 743 1173 667 NA NA NA
1560636000.0 16.0 NA 103 466 0 NA NA NA NA 377 574 0 NA NA NA NA 2737 1276 388 NA NA NA NA 1797 780 410 NA NA NA
1560636000.0 17.0 NA 100 457 0 NA NA NA NA 377 584 0 NA NA NA NA 2328 1102 393 NA NA NA NA 1676 759 414 NA NA NA
1560636000.0 18.0 NA 86 456 0 NA NA NA NA 377 548 0 NA NA NA NA 2357 985 358 NA NA NA NA 1177 703 372 NA NA NA
1560636000.0 19.0 NA 95 457 0 NA NA NA NA 377 574 0 NA NA NA NA 2321 1018 353 NA NA NA NA 1178 775 406 NA NA NA
1560636000.0 2.0 100 93 156 NA NA NA NA 188 368 239 NA NA NA NA 3499 442 374 NA NA NA NA 1768 418 1050 NA NA NA NA
1560636000.0 20.0 NA 89 458 0 NA NA NA NA 377 538 0 NA NA NA NA 2625 1201 357 NA NA NA NA 1733 1018 398 NA NA NA
1560636000.0 20034.0 87 336 709 0 NA NA NA 136 463 853 0 NA NA NA 10744 4327 1783 459 NA NA NA 6247 4676 1343 476 NA NA NA
1560636000.0 20034.1 87 343 253 0 NA NA NA 136 415 325 0 NA NA NA 5468 2560 864 141 NA NA NA 2448 1891 1404 158 NA NA NA
1560636000.0 20834.2 104 339 712 0 NA NA NA 160 436 858 0 NA NA NA 11157 5143 1758 482 NA NA NA 6617 4588 1618 492 NA NA NA
1560636000.0 250199.0 232 NA NA NA NA NA NA 421 NA NA NA NA NA NA 4178 NA NA NA NA NA NA 4125 NA NA NA NA NA NA
1560636000.0 250199.17 229 NA NA NA NA NA NA 416 NA NA NA NA NA NA 7292 NA NA NA NA NA NA 6121 NA NA NA NA NA NA
1560636000.0 250200.1 85 247 215 NA NA NA NA 160 432 320 NA NA NA NA 3172 1572 1102 NA NA NA NA 1709 1749 750 NA NA NA NA
1560636000.0 250200.117 70 403 228 NA NA NA NA 129 561 349 NA NA NA NA 3136 1946 1093 NA NA NA NA 1462 1028 620 NA NA NA NA
1560636000.0 250200.17 NA 452 782 0 NA NA NA NA 883 933 0 NA NA NA NA 21456 3684 1509 NA NA NA NA 16882 2066 1577 NA NA NA
1560636000.0 250202.17 NA 459 792 0 NA NA NA NA 796 963 0 NA NA NA NA 26573 3825 1522 NA NA NA NA 18032 2057 1538 NA NA NA
1560636000.0 250203.17 NA 445 774 0 NA NA NA NA 788 945 0 NA NA NA NA 24520 4419 1457 NA NA NA NA 17168 1948 1559 NA NA NA
1560636000.0 250204.17 NA 441 772 0 NA NA NA NA 764 925 0 NA NA NA NA 23934 3643 1490 NA NA NA NA 17124 1748 1545 NA NA NA
1560636000.0 250205.17 NA 435 780 0 NA NA NA NA 751 938 0 NA NA NA NA 25539 3681 1481 NA NA NA NA 16657 1966 1562 NA NA NA
1560636000.0 250206.0 NA 270 663 0 NA NA NA NA 536 799 0 NA NA NA NA 17206 2009 642 NA NA NA NA 11765 929 711 NA NA NA
1560636000.0 250206.17 NA 430 781 0 NA NA NA NA 772 934 0 NA NA NA NA 24141 4387 1536 NA NA NA NA 17190 1944 1583 NA NA NA
1560636000.0 250207.17 NA 433 785 0 NA NA NA NA 743 961 0 NA NA NA NA 21727 3909 1476 NA NA NA NA 16457 1774 1559 NA NA NA
1560636000.0 250208.17 NA 485 831 0 NA NA NA NA 829 976 0 NA NA NA NA 32867 6828 1455 NA NA NA NA 20047 2654 1529 NA NA NA
1560636000.0 250399.0 189 NA NA NA NA NA NA 430 NA NA NA NA NA NA 1557 NA NA NA NA NA NA 1033 NA NA NA NA NA NA
1560636000.0 250400.0 368 0 101 NA NA NA NA 540 0 159 NA NA NA NA 953 137 240 NA NA NA NA 1090 302 602 NA NA NA NA
1560636000.0 250402.0 415 0 102 NA NA NA NA 532 0 159 NA NA NA NA 1555 167 234 NA NA NA NA 1001 255 195 NA NA NA NA
1560636000.0 250403.0 407 0 101 NA NA NA NA 534 0 159 NA NA NA NA 914 109 178 NA NA NA NA 635 117 179 NA NA NA NA
1560636000.0 250405.0 406 0 103 NA NA NA NA 527 0 158 NA NA NA NA 901 110 186 NA NA NA NA 938 133 210 NA NA NA NA
1560636000.0 250406.0 335 0 95 NA NA NA NA 534 0 154 NA NA NA NA 498 105 210 NA NA NA NA 528 140 588 NA NA NA NA
1560636000.0 250407.0 324 0 101 NA NA NA NA 526 0 162 NA NA NA NA 677 96 163 NA NA NA NA 1001 154 240 NA NA NA NA
1560636000.0 250408.0 412 0 105 NA NA NA NA 548 0 163 NA NA NA NA 989 113 222 NA NA NA NA 789 129 310 NA NA NA NA
1560636000.0 250409.0 419 0 108 NA NA NA NA 533 0 163 NA NA NA NA 1311 120 253 NA NA NA NA 1284 144 185 NA NA NA NA
1560636000.0 25211.17 73 337 774 0 NA NA NA 131 537 954 0 NA NA NA 6656 5274 4671 1499 NA NA NA 5633 6299 2248 1552 NA NA NA
1560636000.0 25212.17 72 323 778 0 NA NA NA 131 513 937 0 NA NA NA 9133 5308 3966 1449 NA NA NA 10889 6152 1944 1534 NA NA NA
1560636000.0 25213.17 72 322 777 0 NA NA NA 131 540 930 0 NA NA NA 9237 5199 4368 1455 NA NA NA 11173 4130 1934 1535 NA NA NA
1560636000.0 25402.0 502 0 110 NA NA NA NA 630 0 161 NA NA NA NA 4249 127 203 NA NA NA NA 1723 136 175 NA NA NA NA
1560636000.0 25403.0 492 0 112 NA NA NA NA 613 0 158 NA NA NA NA 4320 150 199 NA NA NA NA 2023 193 211 NA NA NA NA
1560636000.0 25405.0 496 0 109 NA NA NA NA 635 0 158 NA NA NA NA 4899 146 216 NA NA NA NA 2084 222 246 NA NA NA NA
1560636000.0 25406.0 386 0 95 NA NA NA NA 549 0 153 NA NA NA NA 1596 141 142 NA NA NA NA 1144 146 165 NA NA NA NA
1560636000.0 25407.0 416 0 100 NA NA NA NA 552 0 159 NA NA NA NA 3235 113 165 NA NA NA NA 1752 121 158 NA NA NA NA
1560636000.0 25409.0 490 0 101 NA NA NA NA 630 0 156 NA NA NA NA 4103 130 197 NA NA NA NA 3348 164 250 NA NA NA NA
1560636000.0 27.0 NA 120 477 0 NA NA NA NA 377 570 0 NA NA NA NA 3231 1505 414 NA NA NA NA 1919 768 442 NA NA NA
1560636000.0 280.0 124 93 461 0 NA NA NA 258 361 568 0 NA NA NA 4348 371 511 308 NA NA NA 2545 500 493 318 NA NA NA
1560636000.0 3.0 83 86 145 NA NA NA NA 175 368 251 NA NA NA NA 6583 375 459 NA NA NA NA 4213 615 900 NA NA NA NA
1560636000.0 300.0 64 121 386 NA NA NA NA 130 392 516 NA NA NA NA 1720 339 626 NA NA NA NA 2079 796 903 NA NA NA NA
1560636000.0 301.0 62 125 389 0 NA NA NA 131 401 552 0 NA NA NA 1696 916 759 375 NA NA NA 1822 1566 2129 485 NA NA NA
1560636000.0 302.0 64 128 397 0 NA NA NA 130 394 511 0 NA NA NA 825 303 503 345 NA NA NA 908 344 568 354 NA NA NA
1560636000.0 33.0 NA 116 480 0 NA NA NA NA 377 578 0 NA NA NA NA 3301 1420 399 NA NA NA NA 2507 837 446 NA NA NA
1560636000.0 34.0 85 87 452 0 NA NA NA 185 361 559 0 NA NA NA 3336 503 863 390 NA NA NA 2401 1376 1342 426 NA NA NA
1560636000.0 4.17 NA 29 465 0 155 NA NA NA 81 549 0 253 NA NA NA 171 1864 425 869 NA NA NA 170 1133 542 672 NA NA
1560636000.0 4.22 NA 192 66 60 0 NA NA NA 282 116 126 0 NA NA NA 1217 319 906 184 NA NA NA 1637 317 946 274 NA NA
1560636000.0 4.24 NA 54 474 0 NA NA NA NA 106 559 0 NA NA NA NA 217 1867 509 NA NA NA NA 179 904 550 NA NA NA
1560636000.0 4.25 NA 53 471 0 NA NA NA NA 105 554 0 NA NA NA NA 160 1824 515 NA NA NA NA 181 902 548 NA NA NA
1560636000.0 4.29 NA 32 470 0 162 NA NA NA 86 550 0 258 NA NA NA 319 3357 750 1010 NA NA NA 374 2050 835 1006 NA NA
1560636000.0 4.36 NA 57 484 0 NA NA NA NA 108 556 0 NA NA NA NA 167 2466 464 NA NA NA NA 204 1096 487 NA NA NA
1560636000.0 4.43 NA 32 482 0 NA NA NA NA 86 558 0 NA NA NA NA 236 2705 467 NA NA NA NA 364 1548 486 NA NA NA
1560636000.0 4.6 NA 500 0 NA NA NA NA NA 594 0 NA NA NA NA NA 1657 329 NA NA NA NA NA 1048 373 NA NA NA NA
1560636000.0 4.77 NA 52 517 0 NA NA NA NA 107 626 0 NA NA NA NA 189 6933 468 NA NA NA NA 216 2242 502 NA NA NA
1560636000.0 4001.0 NA 153 535 NA NA NA NA NA 388 673 NA NA NA NA NA 1688 1436 NA NA NA NA NA 1946 891 NA NA NA NA
1560636000.0 4003.0 NA 117 482 NA NA NA NA NA 370 577 NA NA NA NA NA 3255 1982 NA NA NA NA NA 1947 970 NA NA NA NA
1560636000.0 4007.0 59 102 470 NA NA NA NA 118 378 596 NA NA NA NA 844 320 495 NA NA NA NA 1097 385 455 NA NA NA NA
1560636000.0 4008.0 43 0 0 NA NA NA NA 91 0 0 NA NA NA NA 951 202 447 NA NA NA NA 1204 273 697 NA NA NA NA
1560636000.0 43.0 NA 117 486 0 NA NA NA NA 377 589 0 NA NA NA NA 3233 2185 384 NA NA NA NA 1875 994 396 NA NA NA
